date,generation biomass_daily_max,generation fossil brown coal/lignite_daily_max,generation fossil gas_daily_max,generation fossil hard coal_daily_max,generation fossil oil_daily_max,generation hydro pumped storage consumption_daily_max,generation hydro run-of-river and poundage_daily_max,generation hydro water reservoir_daily_max,generation nuclear_daily_max,generation other_daily_max,generation other renewable_daily_max,generation solar_daily_max,generation waste_daily_max,generation wind onshore_daily_max,forecast solar day ahead_daily_max,forecast wind onshore day ahead_daily_max,total load forecast_daily_max,total load actual_daily_max,price day ahead_daily_max,price actual_daily_max,gen_total_daily_max,month,day_of_week
2016-12-30,341.0,996.0,7661.0,6273.0,308.0,1186.0,782.0,5364.0,7104.0,60.0,111.0,3036.0,305.0,1956.0,3278.0,1901.0,33262.0,32987.0,72.43,81.93,33017.0,12,Friday
2016-12-31,346.0,977.0,5116.0,6321.0,258.0,1543.0,678.0,5365.0,7105.0,59.0,105.0,3007.0,288.0,2182.0,3256.0,2205.0,31692.0,31592.0,71.02,78.5,29837.0,12,Saturday
2017-01-01,341.0,945.0,5412.0,6157.0,178.0,2152.0,605.0,3281.0,7106.0,58.0,97.0,2619.0,277.0,4423.0,2763.0,4296.0,29131.0,29180.0,64.2,72.12,28837.0,01,Sunday
2017-01-02,371.0,923.0,6745.0,6828.0,316.0,2389.0,996.0,3085.0,7113.0,64.0,107.0,1959.0,309.0,9458.0,1892.0,9423.0,36473.0,36345.0,79.11,83.37,35994.0,01,Monday
2017-01-03,388.0,959.0,6003.0,3855.0,325.0,1422.0,1252.0,6318.0,7105.0,72.0,99.0,3779.0,301.0,8232.0,3639.0,8133.0,34828.0,34917.0,55.4,84.91,34560.0,01,Tuesday
2017-01-04,246.0,0.0,4302.0,1580.0,289.0,2932.0,1294.0,3987.0,7098.0,60.0,97.0,4875.0,264.0,11515.0,5267.0,11400.0,29274.0,29226.0,40.73,84.87,38946.0,01,Wednesday
2017-01-05,242.0,209.0,4918.0,2224.0,235.0,2408.0,903.0,6149.0,7066.0,31.0,97.0,5564.0,327.0,8925.0,5547.0,9170.0,26022.0,26841.0,57.01,85.89,31390.0,01,Thursday
2017-01-06,362.0,853.0,9341.0,6706.0,341.0,262.0,1040.0,3302.0,5051.0,65.0,107.0,5052.0,337.0,3700.0,4914.0,3706.0,33554.0,33291.0,57.37,84.13,36798.0,01,Friday
2017-01-07,377.0,658.0,5571.0,3377.0,327.0,707.0,782.0,1393.0,6017.0,57.0,92.0,4904.0,329.0,6989.0,5258.0,6757.0,29207.0,28687.0,50.05,84.6,33999.0,01,Saturday
2017-01-08,366.0,969.0,11081.0,5999.0,340.0,223.0,705.0,3630.0,6628.0,27.0,101.0,3410.0,341.0,4756.0,3303.0,4899.0,35800.0,36762.0,55.44,82.73,36747.0,01,Sunday
2017-01-09,399.0,665.0,6307.0,3288.0,358.0,664.0,567.0,2507.0,6854.0,59.0,106.0,5055.0,339.0,9012.0,5010.0,8929.0,33836.0,33688.0,52.97,94.53,34277.0,01,Monday
2017-01-10,375.0,693.0,9043.0,4123.0,274.0,815.0,435.0,2583.0,5979.0,55.0,97.0,3415.0,304.0,3451.0,3125.0,3486.0,27960.0,28173.0,60.21,85.39,28317.0,01,Tuesday
2017-01-11,368.0,622.0,5923.0,5373.0,342.0,1148.0,402.0,1931.0,5020.0,55.0,96.0,3682.0,299.0,6631.0,3858.0,6476.0,27794.0,27859.0,65.89,100.58,29603.0,01,Wednesday
2017-01-12,394.0,985.0,12081.0,6860.0,355.0,750.0,631.0,2868.0,5054.0,68.0,113.0,3419.0,329.0,12865.0,3295.0,12805.0,37749.0,37590.0,77.59,96.88,44284.0,01,Thursday
2017-01-13,360.0,976.0,8215.0,7041.0,305.0,3989.0,768.0,4723.0,7098.0,56.0,110.0,3407.0,334.0,10984.0,3214.0,10911.0,37026.0,36778.0,85.0,95.88,41004.0,01,Friday
2017-01-14,366.0,976.0,5523.0,6944.0,267.0,3755.0,788.0,4329.0,7104.0,55.0,104.0,3886.0,338.0,9276.0,3845.0,9369.0,34237.0,34018.0,81.79,89.66,38946.0,01,Saturday
2017-01-15,362.0,922.0,4790.0,6916.0,213.0,4077.0,757.0,4631.0,7104.0,58.0,101.0,3419.0,297.0,10321.0,3560.0,10356.0,33889.0,33716.0,80.0,87.53,38462.0,01,Sunday
2017-01-16,333.0,657.0,6003.0,7205.0,293.0,4280.0,808.0,4941.0,7106.0,57.0,105.0,3677.0,289.0,12540.0,3760.0,12512.0,38788.0,38446.0,83.92,93.82,42683.0,01,Monday
2017-01-17,338.0,646.0,7377.0,6716.0,300.0,2524.0,904.0,5178.0,7106.0,62.0,103.0,3580.0,290.0,13982.0,3842.0,13988.0,39744.0,39797.0,85.71,96.06,44657.0,01,Tuesday
2017-01-18,363.0,659.0,11095.0,6825.0,300.0,2371.0,810.0,6166.0,7107.0,62.0,104.0,3438.0,276.0,11629.0,3756.0,11576.0,41035.0,41015.0,92.6,104.94,44609.0,01,Wednesday
2017-01-19,361.0,658.0,12493.0,6391.0,301.0,728.0,836.0,6601.0,7108.0,62.0,110.0,1814.0,285.0,7792.0,1831.0,7978.0,40774.0,40916.0,95.11,107.12,42546.0,01,Thursday
2017-01-20,379.0,658.0,15092.0,6836.0,304.0,1167.0,833.0,5909.0,7110.0,62.0,106.0,1313.0,285.0,7325.0,1327.0,7576.0,40283.0,40116.0,98.69,110.63,42586.0,01,Friday
2017-01-21,372.0,652.0,9215.0,6157.0,281.0,658.0,739.0,4352.0,7113.0,61.0,107.0,2607.0,289.0,5226.0,2306.0,5290.0,35115.0,34792.0,92.1,102.04,33994.0,01,Saturday
2017-01-22,374.0,657.0,6771.0,6147.0,235.0,3402.0,731.0,4346.0,7112.0,61.0,104.0,2882.0,288.0,6296.0,3084.0,6325.0,33951.0,34178.0,92.12,100.39,35444.0,01,Sunday
2017-01-23,368.0,654.0,10593.0,7419.0,311.0,3675.0,780.0,6022.0,7113.0,61.0,104.0,3511.0,339.0,7195.0,3511.0,7236.0,39270.0,39168.0,97.67,109.85,42783.0,01,Monday
2017-01-24,365.0,657.0,11824.0,7452.0,319.0,1114.0,743.0,5981.0,7113.0,60.0,113.0,3880.0,340.0,7283.0,4110.0,7263.0,39442.0,38998.0,99.1,110.16,44118.0,01,Tuesday
2017-01-25,377.0,984.0,14651.0,7041.0,313.0,896.0,766.0,5946.0,7113.0,55.0,112.0,4074.0,340.0,5770.0,4263.0,5749.0,39362.0,39214.0,101.99,112.81,44476.0,01,Wednesday
2017-01-26,381.0,995.0,10602.0,7123.0,312.0,900.0,731.0,5321.0,7109.0,54.0,112.0,1657.0,333.0,10220.0,1606.0,9963.0,39263.0,39252.0,97.2,106.24,39896.0,01,Thursday
2017-01-27,383.0,976.0,7685.0,7103.0,310.0,2394.0,736.0,4355.0,7112.0,62.0,110.0,1049.0,339.0,10331.0,1247.0,10307.0,38477.0,38084.0,91.25,101.25,38455.0,01,Friday
2017-01-28,368.0,984.0,5083.0,6351.0,287.0,4164.0,693.0,3883.0,7110.0,60.0,105.0,3497.0,344.0,10658.0,3172.0,10483.0,33978.0,33248.0,80.0,87.16,36465.0,01,Saturday
2017-01-29,370.0,978.0,4863.0,5667.0,244.0,4421.0,767.0,2704.0,7112.0,58.0,103.0,1958.0,340.0,6953.0,1644.0,6900.0,33149.0,33028.0,80.04,87.17,31393.0,01,Sunday
2017-01-30,365.0,896.0,7218.0,6690.0,314.0,3759.0,945.0,4520.0,7110.0,60.0,113.0,2617.0,339.0,7033.0,2480.0,6984.0,37355.0,37047.0,87.08,98.52,34248.0,01,Monday
2017-01-31,380.0,656.0,10418.0,6659.0,322.0,1946.0,1036.0,5600.0,7111.0,65.0,109.0,3125.0,329.0,6118.0,3101.0,6084.0,37279.0,36661.0,90.0,102.64,38512.0,01,Tuesday
2017-02-01,345.0,975.0,7076.0,6560.0,290.0,2118.0,701.0,6510.0,7107.0,59.0,100.0,2351.0,300.0,4780.0,2377.0,4799.0,34414.0,34955.0,73.2,88.13,33402.0,02,Wednesday
2017-02-02,377.0,845.0,5100.0,4801.0,325.0,4360.0,1142.0,1806.0,7110.0,64.0,107.0,971.0,304.0,13784.0,968.0,13811.0,36295.0,36299.0,61.23,72.36,35875.0,02,Thursday
2017-02-03,367.0,620.0,6219.0,3936.0,331.0,233.0,1255.0,6943.0,7108.0,68.0,108.0,4486.0,307.0,6786.0,4571.0,6860.0,34590.0,34913.0,57.57,68.55,33947.0,02,Friday
2017-02-04,252.0,0.0,4652.0,1668.0,264.0,1904.0,1239.0,3933.0,7100.0,59.0,93.0,5087.0,276.0,7163.0,5490.0,7041.0,28717.0,29054.0,50.51,71.12,33433.0,02,Saturday
2017-02-05,248.0,606.0,5493.0,4885.0,318.0,864.0,911.0,4765.0,7032.0,53.0,101.0,5305.0,339.0,3170.0,5286.0,3198.0,30839.0,31115.0,55.8,67.56,33755.0,02,Sunday
2017-02-06,373.0,775.0,9615.0,6334.0,343.0,982.0,1024.0,4253.0,4041.0,65.0,110.0,4857.0,348.0,5883.0,4762.0,5881.0,33594.0,33742.0,56.89,78.84,36782.0,02,Monday
2017-02-07,372.0,468.0,4996.0,2908.0,263.0,1925.0,783.0,2863.0,6027.0,56.0,90.0,5245.0,328.0,7454.0,5506.0,7442.0,27977.0,28111.0,49.3,76.65,32991.0,02,Tuesday
2017-02-08,397.0,972.0,10967.0,6023.0,317.0,343.0,726.0,2014.0,6863.0,25.0,96.0,4780.0,331.0,4714.0,4743.0,4707.0,36669.0,37055.0,53.84,83.03,40848.0,02,Wednesday
2017-02-09,388.0,634.0,5122.0,2230.0,336.0,1581.0,533.0,4373.0,6880.0,53.0,104.0,5133.0,344.0,8193.0,5162.0,8172.0,29439.0,29477.0,53.97,86.11,31224.0,02,Thursday
2017-02-10,347.0,958.0,11798.0,4403.0,343.0,810.0,502.0,2309.0,5974.0,57.0,110.0,4661.0,303.0,3916.0,4645.0,3904.0,33727.0,33351.0,64.18,89.06,37356.0,02,Friday
2017-02-11,387.0,535.0,14283.0,5876.0,354.0,1589.0,426.0,4366.0,5019.0,63.0,99.0,2114.0,296.0,6563.0,2058.0,6586.0,33101.0,32897.0,69.62,72.88,34836.0,02,Saturday
2017-02-12,383.0,659.0,9590.0,6735.0,324.0,976.0,594.0,1739.0,5218.0,57.0,108.0,3816.0,328.0,11694.0,3622.0,11736.0,34220.0,34447.0,71.69,58.35,40192.0,02,Sunday
2017-02-13,342.0,308.0,5450.0,5902.0,306.0,4119.0,1537.0,4436.0,7109.0,62.0,95.0,1716.0,332.0,14089.0,1737.0,13921.0,36092.0,36274.0,68.23,78.57,35585.0,02,Monday
2017-02-14,377.0,317.0,6274.0,5785.0,311.0,2108.0,1551.0,5689.0,7110.0,69.0,96.0,2649.0,331.0,5510.0,2787.0,5518.0,36188.0,36287.0,68.08,78.14,33373.0,02,Tuesday
2017-02-15,384.0,515.0,6801.0,6211.0,343.0,2177.0,1476.0,4255.0,7113.0,69.0,105.0,3577.0,299.0,4952.0,3463.0,4920.0,35846.0,35566.0,67.53,77.53,34239.0,02,Wednesday
2017-02-16,365.0,947.0,6999.0,6316.0,335.0,1634.0,1469.0,5827.0,7112.0,68.0,103.0,3258.0,298.0,4840.0,3138.0,4783.0,35679.0,35648.0,69.62,79.17,34431.0,02,Thursday
2017-02-17,392.0,902.0,7239.0,6530.0,331.0,752.0,1421.0,5249.0,7110.0,68.0,107.0,3984.0,295.0,2026.0,4102.0,2057.0,34815.0,34633.0,66.77,76.47,34735.0,02,Friday
2017-02-18,382.0,645.0,5858.0,6000.0,310.0,902.0,1293.0,3315.0,7109.0,62.0,100.0,2902.0,272.0,4416.0,3412.0,4272.0,31247.0,31475.0,61.94,68.15,30180.0,02,Saturday
2017-02-19,350.0,801.0,4359.0,5054.0,262.0,3389.0,1343.0,2593.0,7106.0,62.0,95.0,2698.0,272.0,6717.0,2462.0,6755.0,31422.0,30768.0,62.49,69.58,31012.0,02,Sunday
2017-02-20,354.0,901.0,6815.0,5782.0,314.0,1930.0,1303.0,3807.0,7103.0,71.0,93.0,3534.0,267.0,7287.0,3789.0,7283.0,35873.0,35293.0,66.26,74.97,36511.0,02,Monday
2017-02-21,358.0,601.0,6388.0,6070.0,315.0,1399.0,1337.0,4133.0,7106.0,75.0,98.0,3507.0,286.0,6676.0,4486.0,6705.0,35520.0,35446.0,61.23,71.61,37125.0,02,Tuesday
2017-02-22,384.0,729.0,6646.0,5489.0,336.0,726.0,1291.0,6000.0,7107.0,66.0,100.0,2947.0,286.0,4899.0,3986.0,4918.0,35000.0,35081.0,65.25,74.28,34557.0,02,Wednesday
2017-02-23,386.0,960.0,7346.0,5303.0,333.0,192.0,1265.0,5205.0,7106.0,61.0,102.0,1338.0,283.0,3839.0,2061.0,3884.0,35024.0,35182.0,59.6,68.87,31962.0,02,Thursday
2017-02-24,406.0,887.0,5658.0,5223.0,324.0,1423.0,1138.0,3299.0,7106.0,68.0,105.0,2183.0,311.0,8381.0,2393.0,8426.0,34478.0,34437.0,58.57,68.3,34882.0,02,Friday
2017-02-25,407.0,906.0,5583.0,3957.0,305.0,472.0,1158.0,3930.0,7108.0,63.0,108.0,3251.0,318.0,5661.0,3627.0,5846.0,30629.0,30376.0,58.19,65.95,30421.0,02,Saturday
2017-02-26,401.0,884.0,4764.0,4452.0,252.0,754.0,1230.0,3768.0,7108.0,61.0,104.0,2849.0,322.0,5846.0,3040.0,5739.0,30303.0,30226.0,56.77,64.05,27882.0,02,Sunday
2017-02-27,386.0,861.0,4791.0,2992.0,293.0,3337.0,1115.0,3079.0,7104.0,62.0,100.0,2551.0,309.0,13274.0,2700.0,13321.0,34008.0,34063.0,53.1,64.67,36782.0,02,Monday
2017-02-28,392.0,911.0,4919.0,3019.0,329.0,3828.0,1345.0,3791.0,7105.0,61.0,99.0,1988.0,304.0,14630.0,2324.0,14670.0,33547.0,33887.0,53.15,64.07,37135.0,02,Tuesday
2017-03-01,366.0,999.0,9907.0,6836.0,312.0,2567.0,681.0,5966.0,7107.0,61.0,105.0,1735.0,335.0,4359.0,1791.0,4333.0,36658.0,36202.0,74.9,64.32,36837.0,03,Wednesday
2017-03-02,364.0,627.0,5213.0,3424.0,328.0,2514.0,1175.0,3123.0,7108.0,62.0,106.0,1798.0,297.0,14062.0,1662.0,14085.0,35515.0,35339.0,60.0,66.31,35510.0,03,Thursday
2017-03-03,346.0,391.0,4716.0,2760.0,325.0,994.0,1291.0,3789.0,7107.0,68.0,105.0,1839.0,316.0,13918.0,2111.0,13663.0,34085.0,34929.0,48.51,55.9,34991.0,03,Friday
2017-03-04,249.0,596.0,5782.0,2885.0,313.0,626.0,1353.0,5699.0,7096.0,66.0,97.0,5183.0,296.0,5602.0,5505.0,5621.0,32936.0,32696.0,54.02,55.23,35078.0,03,Saturday
2017-03-05,245.0,584.0,4896.0,4932.0,311.0,500.0,880.0,5760.0,7012.0,20.0,98.0,5345.0,333.0,4988.0,5348.0,5021.0,31852.0,31831.0,55.0,49.14,34422.0,03,Sunday
2017-03-06,382.0,858.0,6201.0,5738.0,307.0,803.0,1030.0,2474.0,4615.0,54.0,110.0,4642.0,339.0,6246.0,4550.0,6110.0,29619.0,29961.0,54.0,64.24,30898.0,03,Monday
2017-03-07,368.0,877.0,8318.0,5548.0,349.0,1021.0,851.0,1469.0,5994.0,58.0,101.0,5242.0,336.0,7338.0,5565.0,7373.0,34097.0,33913.0,53.81,68.97,38339.0,03,Tuesday
2017-03-08,392.0,964.0,11505.0,6140.0,314.0,623.0,763.0,2417.0,6901.0,27.0,100.0,5184.0,322.0,4015.0,5234.0,4043.0,37777.0,37866.0,54.75,64.74,40504.0,03,Wednesday
2017-03-09,389.0,499.0,5792.0,2209.0,268.0,664.0,548.0,3017.0,6876.0,54.0,96.0,4551.0,349.0,4774.0,4468.0,4761.0,28913.0,29148.0,53.5,64.24,28083.0,03,Thursday
2017-03-10,324.0,934.0,12895.0,5393.0,344.0,574.0,488.0,2085.0,5973.0,61.0,106.0,4834.0,318.0,4857.0,4945.0,4885.0,33954.0,32867.0,60.88,65.03,37538.0,03,Friday
2017-03-11,391.0,547.0,14680.0,5878.0,364.0,490.0,488.0,3705.0,5021.0,63.0,95.0,2079.0,291.0,3770.0,2117.0,3815.0,32412.0,32174.0,67.05,58.21,33732.0,03,Saturday
2017-03-12,361.0,985.0,10528.0,6572.0,281.0,3742.0,596.0,2290.0,5695.0,56.0,100.0,4048.0,323.0,10777.0,3886.0,10787.0,33767.0,34556.0,77.07,46.9,34783.0,03,Sunday
2017-03-13,284.0,0.0,4673.0,2236.0,337.0,3294.0,1414.0,4262.0,7098.0,66.0,99.0,1498.0,288.0,14518.0,1742.0,14493.0,33685.0,34511.0,49.51,57.58,35216.0,03,Monday
2017-03-14,302.0,0.0,4965.0,2086.0,340.0,1330.0,1379.0,6343.0,7104.0,68.0,99.0,2092.0,281.0,12797.0,2089.0,12737.0,34141.0,34362.0,50.96,59.72,34050.0,03,Tuesday
2017-03-15,326.0,0.0,4629.0,1797.0,349.0,2071.0,1411.0,5722.0,7109.0,68.0,106.0,4296.0,291.0,8706.0,4565.0,8769.0,33880.0,33805.0,52.8,60.91,33402.0,03,Wednesday
2017-03-16,334.0,1.0,5304.0,2297.0,343.0,1629.0,1372.0,5685.0,6797.0,58.0,105.0,4612.0,293.0,7239.0,4727.0,7146.0,33647.0,33647.0,51.25,59.3,33572.0,03,Thursday
2017-03-17,319.0,1.0,5584.0,2412.0,340.0,346.0,1355.0,6314.0,6797.0,64.0,108.0,4295.0,290.0,5476.0,3962.0,5510.0,32646.0,32313.0,50.53,59.12,31839.0,03,Friday
2017-03-18,302.0,0.0,5163.0,2373.0,305.0,790.0,1314.0,4833.0,7089.0,59.0,105.0,5161.0,285.0,4393.0,5386.0,4511.0,29230.0,28730.0,48.97,56.8,31093.0,03,Saturday
2017-03-19,286.0,0.0,5127.0,2081.0,265.0,1116.0,1300.0,5471.0,7096.0,59.0,102.0,5073.0,285.0,3502.0,5529.0,3574.0,28680.0,28189.0,50.85,57.71,30306.0,03,Sunday
2017-03-20,282.0,0.0,5716.0,2404.0,337.0,230.0,1298.0,5618.0,7105.0,73.0,105.0,4665.0,289.0,6926.0,4852.0,6927.0,31935.0,32565.0,51.13,58.15,32714.0,03,Monday
2017-03-21,255.0,0.0,4599.0,2416.0,325.0,1813.0,1276.0,5723.0,7103.0,71.0,109.0,2845.0,296.0,8901.0,2936.0,8923.0,33707.0,33923.0,52.15,57.85,31807.0,03,Tuesday
2017-03-22,231.0,0.0,4239.0,2232.0,332.0,2233.0,1335.0,6321.0,7105.0,60.0,105.0,3141.0,286.0,10535.0,3125.0,10740.0,33815.0,34655.0,48.47,57.31,34265.0,03,Wednesday
2017-03-23,261.0,302.0,7078.0,2476.0,329.0,960.0,1261.0,6817.0,7110.0,61.0,105.0,3215.0,298.0,7922.0,3483.0,7944.0,35025.0,35587.0,56.97,66.7,33002.0,03,Thursday
2017-03-24,259.0,329.0,8691.0,2497.0,336.0,569.0,1304.0,7003.0,7112.0,61.0,103.0,3234.0,297.0,5465.0,3724.0,5644.0,34717.0,34966.0,55.31,62.49,34234.0,03,Friday
2017-03-25,261.0,291.0,5108.0,2174.0,287.0,2319.0,1278.0,5831.0,7112.0,61.0,101.0,2548.0,290.0,7107.0,2781.0,6977.0,31263.0,31522.0,51.16,59.46,29885.0,03,Saturday
2017-03-26,255.0,233.0,4630.0,1977.0,275.0,3515.0,1179.0,3048.0,7111.0,61.0,98.0,3298.0,286.0,9816.0,2954.0,9794.0,30625.0,30708.0,44.2,50.65,32858.0,03,Sunday
2017-03-27,193.0,580.0,6338.0,3430.0,342.0,2262.0,1426.0,6281.0,7110.0,61.0,101.0,2208.0,281.0,9271.0,2186.0,9244.0,34221.0,34678.0,56.8,66.0,34799.0,03,Monday
2017-03-28,201.0,598.0,5834.0,4204.0,338.0,461.0,1358.0,6269.0,7108.0,61.0,103.0,4348.0,288.0,4295.0,4132.0,4372.0,34351.0,33876.0,52.69,61.96,33256.0,03,Tuesday
2017-03-29,205.0,594.0,6154.0,3630.0,338.0,419.0,1354.0,5887.0,7106.0,68.0,104.0,5132.0,286.0,4137.0,5420.0,4103.0,33087.0,33268.0,53.39,62.21,34852.0,03,Wednesday
2017-03-30,238.0,615.0,4977.0,3201.0,332.0,1146.0,1280.0,4090.0,7106.0,62.0,103.0,4070.0,283.0,9522.0,4390.0,9592.0,32997.0,32701.0,51.53,57.64,35305.0,03,Thursday
2017-03-31,259.0,596.0,4946.0,2132.0,337.0,3001.0,1360.0,5815.0,7103.0,59.0,106.0,4503.0,269.0,11136.0,4500.0,10932.0,32209.0,32500.0,52.07,58.26,38337.0,03,Friday
2017-04-01,362.0,988.0,9107.0,6824.0,320.0,1257.0,685.0,3984.0,7107.0,61.0,107.0,1954.0,325.0,7456.0,2147.0,7427.0,36138.0,35607.0,73.69,49.91,37016.0,04,Saturday
2017-04-02,380.0,316.0,4067.0,2680.0,266.0,4144.0,1312.0,3541.0,7103.0,58.0,93.0,1368.0,289.0,13006.0,1343.0,13109.0,31573.0,31181.0,61.23,57.51,31631.0,04,Sunday
2017-04-03,339.0,0.0,3904.0,2231.0,269.0,1654.0,1332.0,5532.0,7110.0,61.0,97.0,1580.0,314.0,13788.0,1584.0,13848.0,31852.0,31500.0,47.51,62.93,30789.0,04,Monday
2017-04-04,250.0,575.0,4825.0,2830.0,307.0,653.0,1260.0,4640.0,7094.0,68.0,94.0,5400.0,275.0,8261.0,5557.0,8447.0,32738.0,32624.0,52.39,60.42,35949.0,04,Tuesday
2017-04-05,272.0,603.0,5219.0,4969.0,305.0,641.0,985.0,4975.0,6984.0,14.0,106.0,3587.0,328.0,6328.0,3665.0,6280.0,31761.0,31779.0,53.4,55.65,32678.0,04,Wednesday
2017-04-06,386.0,690.0,5852.0,3930.0,245.0,3155.0,1017.0,2108.0,4987.0,53.0,108.0,3980.0,350.0,6853.0,4102.0,6877.0,27025.0,26935.0,51.88,56.71,32086.0,04,Thursday
2017-04-07,379.0,876.0,8198.0,5929.0,347.0,598.0,802.0,1592.0,5991.0,58.0,92.0,5366.0,333.0,7879.0,5500.0,7849.0,35262.0,35276.0,52.1,60.47,39326.0,04,Friday
2017-04-08,393.0,965.0,11784.0,6126.0,330.0,565.0,742.0,2831.0,6890.0,28.0,101.0,5092.0,317.0,3978.0,5163.0,3881.0,38271.0,38807.0,54.87,59.72,42038.0,04,Saturday
2017-04-09,392.0,579.0,10038.0,4515.0,355.0,1487.0,538.0,3090.0,6854.0,67.0,100.0,5196.0,350.0,4620.0,5259.0,4606.0,34937.0,34525.0,55.19,60.45,35660.0,04,Sunday
2017-04-10,353.0,949.0,14908.0,5058.0,350.0,659.0,424.0,2619.0,5975.0,57.0,104.0,4600.0,318.0,4335.0,4878.0,4272.0,33313.0,33961.0,66.06,60.7,38623.0,04,Monday
2017-04-11,396.0,529.0,8413.0,4930.0,348.0,584.0,454.0,1857.0,5021.0,48.0,92.0,1514.0,296.0,8205.0,1514.0,8235.0,28370.0,28345.0,62.69,59.36,27128.0,04,Tuesday
2017-04-12,356.0,993.0,18149.0,6915.0,363.0,2003.0,647.0,3842.0,6048.0,62.0,106.0,3807.0,309.0,5166.0,3677.0,5194.0,39421.0,39240.0,81.89,63.44,44126.0,04,Wednesday
2017-04-13,263.0,565.0,5299.0,3591.0,287.0,885.0,1104.0,3005.0,6449.0,58.0,115.0,5025.0,329.0,3787.0,5103.0,3836.0,26884.0,26247.0,54.15,64.51,30124.0,04,Thursday
2017-04-14,275.0,594.0,5393.0,2751.0,264.0,1295.0,1066.0,2466.0,6940.0,15.0,109.0,4784.0,333.0,4810.0,4676.0,4797.0,25179.0,24860.0,52.44,62.09,28445.0,04,Friday
2017-04-15,276.0,300.0,4895.0,2042.0,225.0,1599.0,1026.0,2035.0,7034.0,14.0,104.0,4740.0,334.0,7030.0,4739.0,7155.0,26731.0,26451.0,50.9,59.8,30507.0,04,Saturday
2017-04-16,266.0,234.0,4646.0,2141.0,237.0,2104.0,1050.0,4099.0,7060.0,13.0,93.0,4327.0,322.0,6586.0,4277.0,6663.0,26356.0,25685.0,53.12,59.72,27899.0,04,Sunday
2017-04-17,236.0,493.0,4632.0,2869.0,291.0,372.0,1181.0,3627.0,7085.0,16.0,100.0,5218.0,332.0,4863.0,5522.0,4841.0,28678.0,28462.0,53.96,63.45,30518.0,04,Monday
2017-04-18,226.0,470.0,3770.0,2431.0,267.0,825.0,1188.0,2890.0,7073.0,16.0,102.0,5085.0,320.0,10536.0,5236.0,10675.0,30988.0,31469.0,51.04,58.76,34893.0,04,Tuesday
2017-04-19,223.0,100.0,4152.0,1679.0,242.0,3097.0,1059.0,2029.0,7074.0,15.0,103.0,4065.0,335.0,12977.0,3991.0,13021.0,31262.0,31633.0,49.54,57.34,34424.0,04,Wednesday
2017-04-20,241.0,0.0,4262.0,2057.0,265.0,2587.0,1122.0,3951.0,7081.0,16.0,102.0,3980.0,345.0,11400.0,4095.0,11866.0,31769.0,32014.0,52.0,58.7,34389.0,04,Thursday
2017-04-21,252.0,241.0,4360.0,2178.0,272.0,1163.0,1083.0,4794.0,7090.0,25.0,109.0,5167.0,349.0,9317.0,4992.0,9334.0,31666.0,31631.0,55.0,61.69,33276.0,04,Friday
2017-04-22,246.0,293.0,4225.0,2875.0,247.0,848.0,1070.0,4635.0,7094.0,16.0,110.0,4192.0,350.0,6920.0,4328.0,7022.0,28331.0,28379.0,54.86,61.14,28982.0,04,Saturday
2017-04-23,236.0,285.0,4988.0,3079.0,212.0,1476.0,1030.0,3498.0,7096.0,16.0,105.0,4967.0,327.0,3496.0,4936.0,3416.0,27565.0,27200.0,55.69,62.19,29853.0,04,Sunday
2017-04-24,237.0,484.0,5336.0,3522.0,255.0,262.0,1073.0,5526.0,7096.0,27.0,101.0,4231.0,316.0,3475.0,4280.0,3423.0,31050.0,30811.0,58.8,65.52,31668.0,04,Monday
2017-04-25,264.0,469.0,5117.0,3092.0,271.0,348.0,1146.0,6024.0,7087.0,66.0,105.0,3239.0,299.0,8023.0,3451.0,7934.0,31587.0,32050.0,59.58,65.52,31575.0,04,Tuesday
2017-04-26,286.0,466.0,4879.0,3478.0,279.0,1122.0,1119.0,3490.0,7084.0,27.0,108.0,2785.0,302.0,9702.0,3186.0,9744.0,31956.0,32089.0,55.0,61.46,33972.0,04,Wednesday
2017-04-27,264.0,557.0,5536.0,3598.0,287.0,1479.0,1148.0,4986.0,6823.0,28.0,109.0,3030.0,299.0,9188.0,3300.0,9077.0,31969.0,32529.0,55.34,62.35,32692.0,04,Thursday
2017-04-28,270.0,532.0,4715.0,3616.0,305.0,3459.0,969.0,3993.0,6477.0,32.0,101.0,1885.0,321.0,10485.0,1924.0,10448.0,33006.0,32630.0,54.0,61.01,30572.0,04,Friday
2017-04-29,258.0,552.0,3919.0,3232.0,271.0,1106.0,891.0,3906.0,6993.0,16.0,97.0,1847.0,324.0,8688.0,2097.0,8449.0,28892.0,28839.0,51.75,57.34,27817.0,04,Saturday
2017-04-30,266.0,98.0,4003.0,1608.0,193.0,3847.0,895.0,2151.0,7070.0,16.0,92.0,2380.0,326.0,13407.0,2553.0,13461.0,28036.0,26738.0,36.31,45.16,35800.0,04,Sunday
2017-05-01,363.0,949.0,7501.0,6844.0,315.0,3663.0,611.0,3806.0,7106.0,61.0,111.0,3017.0,337.0,7362.0,2961.0,7372.0,35010.0,34626.0,76.1,63.2,37389.0,05,Monday
2017-05-02,360.0,246.0,3814.0,1802.0,245.0,4523.0,1489.0,4721.0,6960.0,59.0,84.0,2536.0,300.0,14137.0,2708.0,14357.0,31523.0,31375.0,60.07,62.02,37247.0,05,Tuesday
