date,generation biomass_daily_max,generation fossil brown coal/lignite_daily_max,generation fossil gas_daily_max,generation fossil hard coal_daily_max,generation fossil oil_daily_max,generation hydro pumped storage consumption_daily_max,generation hydro run-of-river and poundage_daily_max,generation hydro water reservoir_daily_max,generation nuclear_daily_max,generation other_daily_max,generation other renewable_daily_max,generation solar_daily_max,generation waste_daily_max,generation wind onshore_daily_max,forecast solar day ahead_daily_max,forecast wind onshore day ahead_daily_max,total load forecast_daily_max,total load actual_daily_max,price day ahead_daily_max,price actual_daily_max,gen_total_daily_max,month,day_of_week
2015-11-06,479.0,983.0,6694.0,6936.0,350.0,304.0,890.0,5340.0,5026.0,96.0,80.0,2220.0,284.0,4794.0,2703.0,4815.0,33296.0,33324.0,65.69,74.23,33563.0,11,Friday
2015-11-07,527.0,972.0,6028.0,7389.0,393.0,1111.0,658.0,3567.0,6062.0,88.0,72.0,5300.0,281.0,6224.0,5302.0,6140.0,33510.0,32380.0,65.28,66.82,37613.0,11,Saturday
2015-11-08,554.0,967.0,7235.0,7634.0,390.0,296.0,702.0,3730.0,6707.0,91.0,71.0,4086.0,276.0,4653.0,4538.0,4625.0,34616.0,34277.0,68.58,73.81,38823.0,11,Sunday
2015-11-09,550.0,933.0,5920.0,7184.0,425.0,427.0,588.0,3031.0,6918.0,85.0,72.0,4755.0,247.0,6023.0,4666.0,6071.0,31297.0,30996.0,60.2,78.5,36051.0,11,Monday
2015-11-10,565.0,251.0,5938.0,4175.0,237.0,1026.0,585.0,3719.0,5790.0,85.0,74.0,1842.0,264.0,3434.0,1897.0,3466.0,27176.0,26549.0,61.74,81.01,24156.0,11,Tuesday
2015-11-11,556.0,962.0,8477.0,7452.0,413.0,565.0,797.0,6133.0,5049.0,93.0,81.0,3923.0,282.0,1286.0,4039.0,1241.0,32961.0,33113.0,68.95,79.85,34668.0,11,Wednesday
2015-11-12,577.0,966.0,10792.0,7159.0,425.0,1595.0,805.0,4468.0,6098.0,95.0,80.0,1966.0,248.0,2828.0,2074.0,2822.0,35125.0,34865.0,70.98,80.66,35272.0,11,Thursday
2015-11-13,545.0,961.0,5460.0,7422.0,434.0,628.0,760.0,5043.0,5051.0,97.0,80.0,3677.0,284.0,5226.0,3836.0,5313.0,32734.0,32582.0,59.01,69.05,33518.0,11,Friday
2015-11-14,557.0,946.0,4909.0,7129.0,355.0,1909.0,724.0,4922.0,5228.0,88.0,77.0,3825.0,279.0,5068.0,3866.0,5138.0,28501.0,28483.0,60.48,68.75,29868.0,11,Saturday
2015-11-15,559.0,723.0,5095.0,6931.0,309.0,1348.0,715.0,5308.0,5447.0,88.0,71.0,3510.0,276.0,2576.0,3704.0,2558.0,27584.0,28119.0,60.48,69.55,28143.0,11,Sunday
2015-11-16,553.0,959.0,7204.0,7206.0,411.0,1011.0,739.0,5556.0,5586.0,89.0,77.0,3574.0,282.0,3376.0,3718.0,3276.0,33809.0,33513.0,65.0,75.38,34406.0,11,Monday
2015-11-17,526.0,955.0,8036.0,7182.0,416.0,953.0,720.0,5530.0,5774.0,92.0,80.0,3400.0,267.0,4409.0,3893.0,4453.0,33543.0,33986.0,63.01,73.26,35773.0,11,Tuesday
2015-11-18,458.0,949.0,8536.0,7238.0,418.0,529.0,717.0,6298.0,6045.0,96.0,80.0,3579.0,267.0,2881.0,3731.0,2880.0,34135.0,33931.0,64.12,76.77,35603.0,11,Wednesday
2015-11-19,518.0,948.0,8403.0,7266.0,411.0,797.0,734.0,5289.0,6070.0,83.0,80.0,3412.0,264.0,3605.0,3273.0,3657.0,33833.0,33912.0,62.97,73.2,34864.0,11,Thursday
2015-11-20,512.0,921.0,5594.0,6536.0,410.0,864.0,697.0,3917.0,6075.0,91.0,82.0,3163.0,264.0,14432.0,3559.0,14333.0,33262.0,33023.0,59.0,66.03,34795.0,11,Friday
2015-11-21,485.0,0.0,3754.0,2091.0,322.0,3426.0,747.0,3430.0,6084.0,89.0,72.0,2043.0,264.0,15806.0,2199.0,15877.0,29545.0,29284.0,44.98,54.12,35025.0,11,Saturday
2015-11-22,517.0,256.0,4885.0,3134.0,284.0,3165.0,833.0,4377.0,6087.0,89.0,63.0,3082.0,271.0,10348.0,3417.0,10334.0,29572.0,29519.0,60.0,69.08,29492.0,11,Sunday
2015-11-23,586.0,958.0,11699.0,6444.0,403.0,2686.0,841.0,7137.0,6090.0,100.0,78.0,4124.0,281.0,7061.0,3950.0,7071.0,36203.0,36179.0,85.0,99.32,38816.0,11,Monday
2015-11-24,582.0,964.0,10305.0,6974.0,419.0,1791.0,843.0,5708.0,6093.0,94.0,75.0,3798.0,280.0,7351.0,3571.0,7481.0,36428.0,37201.0,73.29,86.73,40145.0,11,Tuesday
2015-11-25,584.0,890.0,4901.0,6874.0,423.0,3356.0,906.0,3367.0,6094.0,97.0,79.0,3282.0,269.0,13727.0,3051.0,13726.0,36203.0,36304.0,63.48,72.85,39810.0,11,Wednesday
2015-11-26,586.0,798.0,5038.0,7699.0,428.0,3120.0,936.0,3426.0,6094.0,92.0,79.0,3640.0,246.0,11915.0,3721.0,11885.0,35850.0,36010.0,63.9,73.52,39793.0,11,Thursday
2015-11-27,514.0,930.0,7225.0,7732.0,434.0,2774.0,964.0,4558.0,6099.0,99.0,78.0,3709.0,249.0,11145.0,3443.0,11147.0,34971.0,34610.0,67.73,78.93,36010.0,11,Friday
2015-11-28,469.0,627.0,4640.0,7331.0,377.0,3428.0,927.0,3657.0,6095.0,90.0,73.0,3861.0,246.0,7626.0,3779.0,7610.0,30387.0,30878.0,63.88,71.52,32761.0,11,Saturday
2015-11-29,511.0,631.0,5965.0,7114.0,322.0,3015.0,889.0,5455.0,6097.0,90.0,68.0,4145.0,247.0,4251.0,4107.0,4229.0,30257.0,30633.0,66.52,75.77,31153.0,11,Sunday
2015-11-30,522.0,961.0,11821.0,7187.0,428.0,2336.0,899.0,5731.0,6096.0,97.0,73.0,4035.0,246.0,2978.0,4005.0,3040.0,36337.0,36594.0,75.0,85.82,37011.0,11,Monday
2015-12-01,551.0,987.0,7150.0,7230.0,332.0,2293.0,1092.0,5459.0,7105.0,84.0,77.0,3270.0,279.0,8158.0,3304.0,7996.0,37197.0,37433.0,70.69,84.8,39052.0,12,Tuesday
2015-12-02,466.0,970.0,10388.0,8135.0,403.0,1645.0,1418.0,7181.0,7113.0,93.0,80.0,2603.0,222.0,3065.0,2199.0,2985.0,39108.0,38753.0,75.79,92.0,39018.0,12,Wednesday
2015-12-03,551.0,864.0,6077.0,5203.0,333.0,1230.0,1715.0,7052.0,7101.0,86.0,74.0,5300.0,159.0,7977.0,5491.0,7989.0,33496.0,34214.0,58.13,84.78,38232.0,12,Thursday
2015-12-04,409.0,360.0,5093.0,3836.0,286.0,2524.0,1274.0,3490.0,7092.0,43.0,66.0,4437.0,167.0,8575.0,4501.0,8635.0,28057.0,28198.0,55.1,86.87,34906.0,12,Friday
2015-12-05,498.0,980.0,5599.0,5049.0,392.0,919.0,1262.0,5758.0,5060.0,87.0,74.0,5185.0,208.0,5944.0,5351.0,5761.0,32915.0,33010.0,60.99,81.83,36973.0,12,Saturday
2015-12-06,472.0,980.0,5467.0,7241.0,361.0,249.0,938.0,4141.0,5030.0,95.0,80.0,3406.0,285.0,4177.0,3691.0,4042.0,32487.0,32686.0,62.69,71.81,34083.0,12,Sunday
2015-12-07,535.0,968.0,5829.0,7000.0,317.0,1524.0,641.0,3908.0,6310.0,89.0,69.0,5302.0,284.0,5353.0,5344.0,5334.0,31020.0,31247.0,64.8,74.17,34891.0,12,Monday
2015-12-08,555.0,966.0,7111.0,7697.0,376.0,425.0,676.0,3178.0,6584.0,91.0,70.0,4073.0,275.0,7651.0,4776.0,8118.0,34940.0,34527.0,67.7,76.94,38409.0,12,Tuesday
2015-12-09,554.0,951.0,5162.0,6256.0,364.0,842.0,619.0,3188.0,6905.0,83.0,71.0,3195.0,260.0,5244.0,3571.0,5300.0,28404.0,28400.0,60.01,85.65,31966.0,12,Wednesday
2015-12-10,552.0,0.0,5597.0,4404.0,231.0,1787.0,655.0,2593.0,5950.0,88.0,71.0,2199.0,261.0,7207.0,2239.0,7258.0,27287.0,27689.0,58.75,84.17,27034.0,12,Thursday
2015-12-11,552.0,936.0,9196.0,7459.0,427.0,566.0,790.0,5884.0,5050.0,99.0,81.0,3707.0,286.0,1927.0,3884.0,2042.0,32988.0,33200.0,69.49,81.48,34856.0,12,Friday
2015-12-12,570.0,988.0,7657.0,7508.0,360.0,1809.0,766.0,4438.0,6094.0,91.0,77.0,1790.0,258.0,3181.0,1879.0,3195.0,31486.0,31489.0,70.0,77.33,30950.0,12,Saturday
2015-12-13,540.0,911.0,6339.0,7191.0,322.0,2333.0,601.0,2041.0,6393.0,88.0,73.0,1500.0,253.0,7571.0,1476.0,7583.0,30590.0,31406.0,57.1,65.67,28833.0,12,Sunday
2015-12-14,538.0,976.0,7088.0,7758.0,396.0,3364.0,682.0,4161.0,6458.0,96.0,76.0,1319.0,253.0,8078.0,1337.0,8183.0,35750.0,36361.0,69.81,81.78,34976.0,12,Monday
2015-12-15,519.0,966.0,5106.0,7761.0,423.0,3740.0,774.0,4686.0,6446.0,98.0,79.0,2438.0,261.0,8493.0,2484.0,8432.0,36031.0,35967.0,64.16,75.06,34557.0,12,Tuesday
2015-12-16,523.0,946.0,7620.0,7666.0,435.0,3331.0,778.0,4854.0,6681.0,95.0,80.0,2592.0,262.0,7615.0,2569.0,7608.0,35408.0,35393.0,65.98,77.94,34917.0,12,Wednesday
2015-12-17,542.0,954.0,6866.0,7468.0,427.0,2072.0,757.0,4469.0,6703.0,97.0,78.0,1984.0,273.0,5642.0,2103.0,5619.0,35352.0,35396.0,67.1,78.72,34136.0,12,Thursday
2015-12-18,548.0,953.0,6908.0,7565.0,435.0,1737.0,780.0,4215.0,6710.0,96.0,81.0,2496.0,240.0,5844.0,2307.0,5755.0,34437.0,34052.0,65.1,75.03,34400.0,12,Friday
2015-12-19,541.0,310.0,4562.0,7172.0,352.0,2374.0,704.0,2270.0,6707.0,87.0,77.0,3308.0,242.0,7756.0,3289.0,7775.0,30514.0,31208.0,60.47,68.75,31141.0,12,Saturday
2015-12-20,549.0,201.0,6156.0,7208.0,301.0,3232.0,765.0,3944.0,7088.0,89.0,75.0,1873.0,243.0,7568.0,1968.0,7453.0,30293.0,30356.0,69.1,78.94,30046.0,12,Sunday
2015-12-21,558.0,650.0,8686.0,6597.0,423.0,1240.0,787.0,4594.0,7098.0,95.0,80.0,2697.0,242.0,5616.0,2803.0,5530.0,36300.0,34459.0,65.71,77.53,34768.0,12,Monday
2015-12-22,550.0,646.0,7310.0,6358.0,418.0,2199.0,751.0,4922.0,7098.0,97.0,79.0,2784.0,233.0,6746.0,2960.0,6776.0,35427.0,34372.0,66.03,77.99,34590.0,12,Tuesday
2015-12-23,487.0,655.0,7177.0,6701.0,434.0,1013.0,764.0,5655.0,7101.0,89.0,81.0,2233.0,201.0,4408.0,2290.0,4396.0,34830.0,33336.0,65.1,75.22,33032.0,12,Wednesday
2015-12-24,447.0,338.0,4927.0,6448.0,382.0,3134.0,726.0,2778.0,7106.0,89.0,82.0,2216.0,200.0,5742.0,2304.0,5765.0,29573.0,29553.0,60.3,72.33,28904.0,12,Thursday
2015-12-25,398.0,0.0,5395.0,3990.0,195.0,2965.0,611.0,1952.0,7108.0,44.0,78.0,2778.0,207.0,5178.0,2916.0,5138.0,27013.0,26103.0,59.71,69.63,26725.0,12,Friday
2015-12-26,475.0,0.0,5317.0,3162.0,281.0,3870.0,714.0,3686.0,7108.0,44.0,72.0,2723.0,201.0,7423.0,2723.0,7392.0,27434.0,28786.0,52.6,61.99,29534.0,12,Saturday
2015-12-27,439.0,0.0,3958.0,1973.0,276.0,3425.0,644.0,2626.0,7104.0,42.0,70.0,2362.0,185.0,12652.0,2548.0,12637.0,28761.0,28962.0,35.71,47.69,28938.0,12,Sunday
2015-12-28,445.0,0.0,4226.0,2443.0,388.0,3465.0,823.0,2998.0,7099.0,51.0,76.0,1636.0,186.0,12208.0,1708.0,12309.0,33526.0,31981.0,51.0,63.39,30728.0,12,Monday
2015-12-29,435.0,338.0,4700.0,4786.0,396.0,3239.0,786.0,4595.0,7098.0,50.0,78.0,2211.0,187.0,10070.0,1996.0,10003.0,33014.0,31722.0,58.78,70.14,30741.0,12,Tuesday
2015-12-30,417.0,103.0,4638.0,4026.0,397.0,2721.0,815.0,2761.0,7101.0,57.0,83.0,2340.0,176.0,11080.0,2488.0,11045.0,31481.0,31393.0,52.69,65.28,30760.0,12,Wednesday
2015-12-31,406.0,0.0,6770.0,4083.0,340.0,3030.0,790.0,5615.0,7090.0,63.0,80.0,1051.0,122.0,8464.0,1006.0,8583.0,29478.0,29568.0,63.44,75.87,27358.0,12,Thursday
2016-01-01,410.0,0.0,4610.0,2596.0,225.0,3802.0,726.0,1840.0,7080.0,88.0,78.0,1512.0,122.0,11825.0,1329.0,11697.0,26374.0,26149.0,48.55,57.85,30563.0,01,Friday
2016-01-02,522.0,962.0,6434.0,6793.0,434.0,2195.0,1084.0,8013.0,6100.0,95.0,81.0,3776.0,247.0,6021.0,3888.0,6023.0,35687.0,35381.0,57.0,67.9,35861.0,01,Saturday
2016-01-03,523.0,0.0,5244.0,2607.0,322.0,1196.0,1552.0,8260.0,7114.0,96.0,80.0,5259.0,227.0,9666.0,5284.0,9742.0,36762.0,36599.0,41.76,40.53,40131.0,01,Sunday
2016-01-04,473.0,0.0,6579.0,1873.0,388.0,1903.0,1847.0,9203.0,7098.0,54.0,95.0,5512.0,157.0,9179.0,5397.0,9246.0,34003.0,33719.0,48.04,56.69,39311.0,01,Monday
2016-01-05,248.0,0.0,3328.0,1005.0,204.0,3287.0,1456.0,6244.0,5091.0,13.0,67.0,5779.0,242.0,10185.0,5791.0,10192.0,26462.0,25843.0,22.0,54.17,38769.0,01,Tuesday
2016-01-06,341.0,0.0,5121.0,2079.0,322.0,1051.0,1616.0,5554.0,6090.0,14.0,96.0,5633.0,290.0,6759.0,5637.0,6710.0,31717.0,31466.0,41.83,41.65,35723.0,01,Wednesday
2016-01-07,351.0,654.0,7245.0,5619.0,322.0,386.0,1108.0,4525.0,6964.0,59.0,95.0,5329.0,261.0,5292.0,5301.0,5274.0,35602.0,35804.0,48.69,52.68,38517.0,01,Thursday
2016-01-08,394.0,918.0,6421.0,6174.0,309.0,883.0,928.0,4525.0,6984.0,58.0,94.0,5156.0,326.0,6293.0,5226.0,6262.0,35285.0,35892.0,48.0,59.28,38740.0,01,Friday
2016-01-09,383.0,982.0,7161.0,6868.0,329.0,256.0,816.0,3777.0,6972.0,61.0,90.0,4936.0,328.0,6243.0,5076.0,6235.0,36537.0,36769.0,47.19,45.38,39630.0,01,Saturday
2016-01-10,364.0,614.0,5354.0,5082.0,249.0,209.0,509.0,2848.0,6994.0,54.0,94.0,4762.0,319.0,4093.0,4741.0,4219.0,28958.0,28678.0,50.08,41.31,31186.0,01,Sunday
2016-01-11,348.0,622.0,5903.0,6137.0,295.0,2865.0,515.0,5566.0,6035.0,59.0,95.0,2645.0,323.0,3718.0,2848.0,3696.0,27080.0,27672.0,67.15,53.57,27368.0,01,Monday
2016-01-12,372.0,906.0,13444.0,7125.0,296.0,1033.0,988.0,6493.0,5062.0,73.0,97.0,1186.0,318.0,6934.0,1283.0,7033.0,36106.0,36345.0,72.69,76.66,36604.0,01,Tuesday
2016-01-13,460.0,0.0,6701.0,4679.0,434.0,2538.0,1179.0,7910.0,6096.0,99.0,80.0,2861.0,215.0,9699.0,2742.0,9538.0,36371.0,36875.0,54.99,63.92,36358.0,01,Wednesday
2016-01-14,498.0,0.0,7384.0,4729.0,434.0,3584.0,1243.0,7853.0,6094.0,99.0,85.0,988.0,201.0,10262.0,1455.0,10266.0,36478.0,36701.0,54.1,65.35,36831.0,01,Thursday
2016-01-15,522.0,0.0,6945.0,4259.0,429.0,3570.0,1244.0,7073.0,6093.0,97.0,86.0,1971.0,209.0,12360.0,1970.0,12220.0,36329.0,36107.0,49.98,60.52,37760.0,01,Friday
2016-01-16,571.0,0.0,5957.0,2878.0,335.0,3093.0,1229.0,6440.0,6096.0,89.0,79.0,3994.0,241.0,9603.0,4053.0,9581.0,33474.0,32998.0,52.56,61.37,36162.0,01,Saturday
2016-01-17,568.0,266.0,4910.0,3031.0,308.0,3704.0,1197.0,7130.0,6098.0,91.0,78.0,2294.0,247.0,7312.0,2325.0,7155.0,32581.0,33461.0,51.81,60.19,29607.0,01,Sunday
2016-01-18,587.0,869.0,7357.0,4665.0,428.0,2972.0,1228.0,7285.0,6093.0,96.0,78.0,2088.0,275.0,11945.0,2196.0,12042.0,37075.0,37724.0,58.0,69.89,40535.0,01,Monday
2016-01-19,581.0,652.0,12235.0,6460.0,429.0,2910.0,1285.0,8053.0,6095.0,92.0,83.0,1870.0,285.0,7437.0,1956.0,7628.0,38028.0,38071.0,66.71,78.29,38650.0,01,Tuesday
2016-01-20,592.0,965.0,11504.0,7075.0,430.0,2702.0,1242.0,9272.0,6099.0,97.0,85.0,1862.0,290.0,4377.0,1849.0,4354.0,37637.0,37527.0,66.0,78.08,38266.0,01,Wednesday
2016-01-21,592.0,987.0,10179.0,7183.0,432.0,2628.0,1243.0,6808.0,6101.0,90.0,85.0,1688.0,284.0,5047.0,1777.0,4997.0,37244.0,37468.0,61.33,71.95,38614.0,01,Thursday
2016-01-22,549.0,991.0,7400.0,6450.0,441.0,2408.0,1221.0,6551.0,6098.0,92.0,80.0,1263.0,277.0,4802.0,1564.0,4855.0,35605.0,35967.0,54.0,65.44,34775.0,01,Friday
2016-01-23,523.0,713.0,4822.0,5554.0,349.0,2407.0,1149.0,5346.0,6098.0,89.0,76.0,2498.0,276.0,3456.0,2425.0,3466.0,32179.0,31254.0,51.97,60.13,30335.0,01,Saturday
2016-01-24,528.0,116.0,4311.0,3375.0,318.0,2760.0,1099.0,4981.0,6099.0,83.0,76.0,3393.0,266.0,7464.0,3190.0,7322.0,30980.0,31188.0,36.59,45.3,30162.0,01,Sunday
2016-01-25,543.0,980.0,7103.0,6958.0,432.0,3503.0,1176.0,7825.0,6100.0,87.0,81.0,2109.0,291.0,7939.0,2512.0,7897.0,35630.0,35742.0,62.98,72.57,34189.0,01,Monday
2016-01-26,529.0,980.0,7105.0,7117.0,437.0,960.0,1155.0,6974.0,6097.0,93.0,83.0,1698.0,283.0,3204.0,1762.0,3199.0,36340.0,36244.0,54.9,66.21,34259.0,01,Tuesday
2016-01-27,522.0,991.0,6735.0,5207.0,421.0,1113.0,1098.0,6674.0,6096.0,87.0,80.0,2063.0,269.0,4885.0,2069.0,4900.0,36180.0,36066.0,50.1,60.21,34348.0,01,Wednesday
2016-01-28,560.0,986.0,7373.0,5756.0,426.0,1709.0,1166.0,7524.0,6099.0,86.0,83.0,1539.0,269.0,4320.0,1630.0,4405.0,36451.0,36105.0,52.99,64.58,33201.0,01,Thursday
2016-01-29,518.0,992.0,7179.0,5823.0,435.0,2037.0,1114.0,7164.0,6098.0,86.0,86.0,1438.0,277.0,3290.0,1555.0,3304.0,35437.0,34921.0,51.6,62.9,33009.0,01,Friday
2016-01-30,480.0,869.0,5093.0,5057.0,368.0,2087.0,998.0,5608.0,6097.0,86.0,80.0,3144.0,271.0,9931.0,3051.0,9800.0,31736.0,31771.0,49.5,56.25,32995.0,01,Saturday
2016-01-31,518.0,0.0,4158.0,2661.0,316.0,4006.0,1015.0,6782.0,6100.0,83.0,77.0,3177.0,236.0,10533.0,3469.0,10415.0,31181.0,30858.0,49.45,56.86,33103.0,01,Sunday
2016-02-01,431.0,0.0,4808.0,1758.0,278.0,3500.0,763.0,5090.0,7063.0,90.0,76.0,2190.0,131.0,11465.0,1798.0,11446.0,28880.0,29207.0,59.56,68.01,30959.0,02,Monday
2016-02-02,522.0,959.0,6216.0,6399.0,417.0,777.0,1056.0,7100.0,6101.0,100.0,85.0,2540.0,247.0,4606.0,2822.0,4570.0,36086.0,35570.0,47.65,56.36,33838.0,02,Tuesday
2016-02-03,515.0,0.0,4392.0,2218.0,321.0,2285.0,1601.0,7532.0,7112.0,94.0,82.0,4931.0,206.0,13398.0,4554.0,13361.0,35570.0,36245.0,31.0,49.71,43659.0,02,Wednesday
2016-02-04,428.0,0.0,4382.0,1623.0,334.0,1636.0,1777.0,7218.0,7105.0,55.0,87.0,4915.0,144.0,8182.0,4699.0,7965.0,29992.0,29850.0,34.15,60.92,34445.0,02,Thursday
2016-02-05,288.0,0.0,4026.0,1293.0,284.0,2038.0,1627.0,8229.0,5088.0,25.0,83.0,5792.0,256.0,8800.0,5836.0,8840.0,29340.0,29634.0,33.15,56.37,34029.0,02,Friday
2016-02-06,338.0,0.0,5681.0,3053.0,318.0,521.0,1592.0,7567.0,6082.0,59.0,96.0,5371.0,287.0,4272.0,5377.0,4319.0,31830.0,31936.0,42.72,45.24,35372.0,02,Saturday
2016-02-07,353.0,297.0,5165.0,4580.0,263.0,1188.0,1050.0,3784.0,6980.0,50.0,95.0,5241.0,266.0,7156.0,5226.0,6883.0,31349.0,31060.0,47.1,56.84,34172.0,02,Sunday
2016-02-08,397.0,925.0,7310.0,6201.0,322.0,393.0,1003.0,4589.0,6973.0,58.0,93.0,5212.0,337.0,4814.0,5304.0,4832.0,35956.0,36416.0,47.01,51.22,39946.0,02,Monday
2016-02-09,387.0,997.0,6969.0,6942.0,331.0,52.0,831.0,4076.0,6976.0,64.0,95.0,5104.0,330.0,3450.0,5151.0,3453.0,37027.0,37258.0,47.5,45.12,39649.0,02,Tuesday
2016-02-10,367.0,614.0,5091.0,4897.0,235.0,651.0,432.0,3851.0,7010.0,52.0,90.0,4748.0,323.0,2449.0,4875.0,2450.0,28012.0,28144.0,54.69,52.31,28852.0,02,Wednesday
2016-02-11,352.0,974.0,12190.0,6106.0,308.0,1030.0,550.0,5446.0,6037.0,59.0,96.0,3616.0,320.0,1670.0,3595.0,1676.0,32980.0,32810.0,72.51,54.17,35680.0,02,Thursday
2016-02-12,377.0,902.0,13566.0,7176.0,304.0,1046.0,954.0,5885.0,5063.0,65.0,95.0,2188.0,304.0,1981.0,2091.0,1949.0,35098.0,35214.0,71.61,41.38,36992.0,02,Friday
2016-02-13,416.0,0.0,3258.0,1351.0,309.0,3550.0,1296.0,6891.0,4382.0,92.0,64.0,1272.0,140.0,15569.0,1235.0,15571.0,30943.0,31105.0,19.3,29.08,34281.0,02,Saturday
2016-02-14,401.0,0.0,2740.0,1162.0,284.0,3458.0,1230.0,7349.0,3740.0,94.0,62.0,1802.0,139.0,14785.0,1940.0,14964.0,31003.0,31528.0,17.5,28.56,32204.0,02,Sunday
2016-02-15,475.0,0.0,5504.0,1619.0,380.0,2889.0,1252.0,8233.0,4550.0,96.0,70.0,2886.0,155.0,15078.0,3433.0,15239.0,36804.0,37014.0,36.37,49.4,39942.0,02,Monday
2016-02-16,512.0,261.0,7902.0,3686.0,412.0,3367.0,1256.0,8268.0,5917.0,93.0,83.0,4752.0,151.0,13918.0,4790.0,14020.0,38276.0,37607.0,52.21,68.46,42066.0,02,Tuesday
2016-02-17,532.0,328.0,7058.0,5392.0,403.0,2939.0,1236.0,8340.0,6050.0,94.0,82.0,4947.0,155.0,7988.0,4941.0,7991.0,38109.0,38239.0,47.33,59.66,42376.0,02,Wednesday
2016-02-18,542.0,327.0,7917.0,5516.0,389.0,2833.0,1299.0,9389.0,6030.0,96.0,85.0,1733.0,213.0,5866.0,1939.0,5831.0,37950.0,38126.0,49.89,64.04,35528.0,02,Thursday
2016-02-19,541.0,314.0,6930.0,5797.0,371.0,3151.0,1297.0,7780.0,6031.0,103.0,84.0,3200.0,215.0,4470.0,3464.0,4570.0,37188.0,36648.0,49.31,61.05,36114.0,02,Friday
2016-02-20,532.0,0.0,4603.0,3961.0,291.0,3158.0,1243.0,7302.0,6193.0,95.0,79.0,4671.0,215.0,5007.0,4616.0,5060.0,32584.0,32462.0,43.0,52.46,34257.0,02,Saturday
2016-02-21,550.0,0.0,5472.0,2217.0,257.0,3556.0,1256.0,8372.0,6224.0,94.0,69.0,3275.0,210.0,6263.0,4143.0,6339.0,31666.0,31778.0,51.72,63.1,32371.0,02,Sunday
2016-02-22,548.0,0.0,7168.0,3947.0,371.0,1949.0,1319.0,8700.0,6488.0,96.0,79.0,3696.0,228.0,6076.0,3822.0,6130.0,36108.0,35747.0,52.0,61.33,35692.0,02,Monday
2016-02-23,554.0,0.0,4495.0,3524.0,370.0,2877.0,1309.0,8780.0,6763.0,98.0,83.0,4235.0,229.0,8808.0,4070.0,8737.0,35758.0,35877.0,47.33,59.59,39348.0,02,Tuesday
2016-02-24,563.0,0.0,5024.0,3524.0,373.0,1315.0,1323.0,8139.0,7096.0,93.0,82.0,2422.0,219.0,7354.0,3127.0,7505.0,35506.0,35813.0,45.02,58.06,34410.0,02,Wednesday
2016-02-25,553.0,0.0,5524.0,2709.0,371.0,1521.0,1650.0,8520.0,7101.0,94.0,85.0,2943.0,256.0,9598.0,2853.0,9616.0,36166.0,35626.0,47.0,60.59,37039.0,02,Thursday
2016-02-26,548.0,0.0,4198.0,2630.0,367.0,1546.0,1688.0,8061.0,7100.0,94.0,81.0,1408.0,222.0,11698.0,1582.0,11642.0,35296.0,35677.0,36.08,46.23,35103.0,02,Friday
2016-02-27,381.0,0.0,2613.0,1528.0,267.0,2724.0,1597.0,7204.0,6811.0,91.0,63.0,2237.0,212.0,13260.0,2328.0,13316.0,33246.0,33512.0,10.5,22.25,35050.0,02,Saturday
2016-02-28,374.0,0.0,2471.0,1361.0,254.0,3050.0,1544.0,6184.0,6446.0,91.0,59.0,3236.0,220.0,12198.0,3188.0,12133.0,32455.0,32099.0,17.3,27.39,35907.0,02,Sunday
2016-02-29,520.0,0.0,4170.0,2183.0,361.0,3282.0,1602.0,8322.0,7034.0,95.0,79.0,4434.0,221.0,12552.0,4624.0,12690.0,36284.0,36013.0,42.78,55.77,41647.0,02,Monday
2016-03-01,414.0,0.0,4300.0,1201.0,273.0,3773.0,794.0,2412.0,7060.0,89.0,73.0,727.0,142.0,15435.0,884.0,15379.0,29359.0,29417.0,30.25,52.6,32969.0,03,Tuesday
2016-03-02,534.0,283.0,4560.0,4379.0,411.0,2299.0,1031.0,5372.0,6102.0,99.0,83.0,2466.0,232.0,9506.0,2681.0,9562.0,35676.0,35830.0,37.64,45.49,34201.0,03,Wednesday
2016-03-03,520.0,0.0,5752.0,2352.0,326.0,1436.0,1651.0,8253.0,7114.0,97.0,83.0,5173.0,204.0,10057.0,5131.0,10082.0,35829.0,35745.0,37.13,49.95,40975.0,03,Thursday
2016-03-04,405.0,0.0,3638.0,1233.0,290.0,3499.0,1762.0,6090.0,7101.0,54.0,68.0,2947.0,133.0,12536.0,2993.0,12329.0,29443.0,30265.0,25.01,44.13,37631.0,03,Friday
2016-03-05,340.0,0.0,4190.0,1307.0,282.0,2180.0,1572.0,7968.0,5086.0,25.0,88.0,5744.0,247.0,7561.0,5796.0,7566.0,31587.0,31496.0,32.8,34.54,35707.0,03,Saturday
2016-03-06,329.0,0.0,5674.0,3012.0,315.0,468.0,1554.0,7766.0,6078.0,58.0,95.0,4951.0,257.0,3649.0,4959.0,3547.0,32423.0,32319.0,44.5,41.33,34355.0,03,Sunday
2016-03-07,343.0,0.0,4874.0,3945.0,220.0,3239.0,1015.0,2633.0,6998.0,50.0,91.0,5233.0,291.0,8399.0,5134.0,8337.0,29438.0,29532.0,47.46,53.02,33384.0,03,Monday
2016-03-08,387.0,928.0,7454.0,6029.0,308.0,23.0,983.0,4954.0,6959.0,66.0,93.0,5115.0,324.0,4896.0,5096.0,5206.0,36548.0,36910.0,48.95,63.35,39555.0,03,Tuesday
