date,generation biomass min,generation biomass max,generation biomass mean,generation fossil brown coal/lignite min,generation fossil brown coal/lignite max,generation fossil brown coal/lignite mean,generation fossil gas min,generation fossil gas max,generation fossil gas mean,generation fossil hard coal min,generation fossil hard coal max,generation fossil hard coal mean,generation fossil oil min,generation fossil oil max,generation fossil oil mean,generation hydro pumped storage consumption min,generation hydro pumped storage consumption max,generation hydro pumped storage consumption mean,generation hydro run-of-river and poundage min,generation hydro run-of-river and poundage max,generation hydro run-of-river and poundage mean,generation hydro water reservoir min,generation hydro water reservoir max,generation hydro water reservoir mean,generation marine min,generation marine max,generation marine mean,generation nuclear min,generation nuclear max,generation nuclear mean,generation other min,generation other max,generation other mean,generation other renewable min,generation other renewable max,generation other renewable mean,generation solar min,generation solar max,generation solar mean,generation waste min,generation waste max,generation waste mean,generation wind onshore min,generation wind onshore max,generation wind onshore mean,forecast solar day ahead min,forecast solar day ahead max,forecast solar day ahead mean,forecast wind onshore day ahead min,forecast wind onshore day ahead max,forecast wind onshore day ahead mean,total load forecast min,total load forecast max,total load forecast mean,total load actual min,total load actual max,total load actual mean,price day ahead min,price day ahead max,price day ahead mean,price actual min,price actual max,price actual mean,gen_total min,gen_total max,gen_total mean,month,day_of_week
2015-01-01,401.0,449.0,428.5,172.0,329.0,257.4166666666667,3708.0,5196.0,4256.75,3208.0,5043.0,4246.541666666667,147.0,167.0,160.20833333333334,0.0,2170.0,1070.4166666666667,949.0,1220.0,1047.875,720.0,6231.0,2166.875,0.0,0.0,0.0,7095.0,7099.0,7097.0,40.0,43.0,42.25,71.0,76.0,73.95833333333333,34.0,4007.0,1143.4583333333333,186.0,212.0,202.16666666666666,2552.0,6378.0,3708.4166666666665,2.0,3842.0,1050.0,2450.0,6436.0,3655.2083333333335,21285.0,30739.0,24703.625,19905.0,29571.0,23896.75,32.4,62.69,46.70249999999999,48.98,75.64,62.14875,23368.0,28973.0,25901.833333333332,01,Thursday
2015-01-02,353.0,443.0,385.2916666666667,0.0,0.0,0.0,2599.0,6082.0,3540.6666666666665,1016.0,1432.0,1237.0,188.0,220.0,198.625,68.0,3269.0,1543.6666666666667,1225.0,1370.0,1293.5416666666667,2529.0,5902.0,3714.9583333333335,0.0,0.0,0.0,7104.0,7108.0,7105.833333333333,44.0,45.0,44.25,57.0,69.0,61.375,53.0,4154.0,1252.2083333333333,167.0,204.0,185.25,9527.0,13232.0,11225.375,5.0,4120.0,1187.3333333333333,9560.0,13329.0,11284.375,22238.0,33968.0,27560.5,22066.0,33668.0,27251.291666666668,4.0,52.01,16.530833333333334,53.07,83.33,69.32708333333333,29716.0,33578.0,31788.041666666668,01,Friday
2015-01-03,393.0,478.0,440.5,0.0,0.0,0.0,2982.0,4157.0,3444.2916666666665,1137.0,1798.0,1344.25,188.0,250.0,226.58333333333334,0.0,2953.0,1338.4583333333333,1212.0,1583.0,1374.75,2266.0,5985.0,3969.4166666666665,0.0,0.0,0.0,7092.0,7099.0,7095.375,76.0,83.0,78.04166666666667,59.0,76.0,66.58333333333333,61.0,3780.0,1119.625,186.0,222.0,203.95833333333334,7592.0,10953.0,9167.416666666666,0.0,3756.0,1109.125,7573.0,10857.0,9144.625,21317.0,30828.0,25535.916666666668,21145.0,29874.0,25110.666666666668,11.7,44.0,25.799166666666665,55.29,72.86,65.70666666666666,28366.0,32058.0,29869.25,01,Saturday
2015-01-04,350.0,438.0,397.125,0.0,0.0,0.0,3118.0,3997.0,3469.5833333333335,1770.0,2755.0,2244.9583333333335,306.0,394.0,355.4166666666667,0.0,2185.0,590.0,1352.0,1616.0,1495.25,1355.0,5936.0,3241.3333333333335,0.0,0.0,0.0,7078.0,7088.0,7083.625,81.0,87.0,83.70833333333333,53.0,61.0,57.458333333333336,129.0,5668.0,2402.5,147.0,177.0,159.29166666666666,6878.0,8922.0,8065.666666666667,33.0,5765.0,2299.75,7008.0,9036.0,8074.625,21879.0,30717.0,27181.708333333332,21929.0,30772.0,27112.625,14.9,40.48,29.873333333333335,46.79,76.49,58.26416666666666,26898.0,32279.0,29645.916666666668,01,Sunday
2015-01-05,334.0,376.0,364.5,0.0,326.0,17.916666666666668,3900.0,5699.0,4435.291666666667,2138.0,4247.0,2583.0,291.0,352.0,324.625,0.0,2365.0,1156.8333333333333,967.0,1328.0,1171.9166666666667,1843.0,3732.0,2441.6666666666665,0.0,0.0,0.0,3712.0,4036.0,3910.375,37.0,45.0,39.166666666666664,71.0,76.0,73.66666666666667,155.0,3339.0,1631.5416666666667,140.0,161.0,152.58333333333334,4822.0,9131.0,7801.833333333333,161.0,4236.0,1736.875,4869.0,9258.0,7742.541666666667,19736.0,25938.0,22404.625,19964.0,25604.0,23026.833333333332,30.0,62.0,38.810833333333335,58.04,90.97,74.56875000000001,22077.0,28177.0,26104.916666666668,01,Monday
2015-01-06,528.0,547.0,537.0416666666666,742.0,980.0,920.25,3821.0,5143.0,4499.916666666667,4990.0,7279.0,6596.333333333333,257.0,368.0,326.875,0.0,1053.0,223.04166666666666,720.0,937.0,819.0,1218.0,4584.0,3075.8333333333335,0.0,0.0,0.0,4186.0,4961.0,4846.833333333333,83.0,88.0,85.95833333333333,61.0,72.0,66.04166666666667,412.0,5044.0,2263.125,184.0,268.0,232.875,470.0,4052.0,2530.25,399.0,5014.0,2276.1666666666665,483.0,4104.0,2549.4583333333335,21074.0,31154.0,27192.125,21042.0,32078.0,27802.666666666668,43.58,61.95,55.779583333333335,53.43,81.65,68.85541666666667,23023.0,30272.0,27023.375,01,Tuesday
2015-01-07,479.0,510.0,495.125,841.0,968.0,923.875,4001.0,6477.0,5384.25,7601.0,8163.0,7924.208333333333,354.0,386.0,369.0416666666667,0.0,845.0,135.95833333333334,677.0,788.0,725.9166666666666,563.0,4420.0,2072.0,0.0,0.0,0.0,5956.0,6005.0,5985.333333333333,84.0,89.0,86.70833333333333,50.0,57.0,53.125,573.0,4896.0,2302.7916666666665,213.0,226.0,217.83333333333334,2959.0,7996.0,5782.833333333333,457.0,4654.0,2242.2083333333335,3028.0,8090.0,5796.0,25734.0,36886.0,32491.666666666668,25838.0,36195.0,32105.0,47.03,67.1,59.465833333333336,60.05,100.45,78.77583333333334,27945.0,36968.0,32459.0,01,Wednesday
2015-01-08,500.0,546.0,518.375,351.0,637.0,546.4583333333334,3706.0,5209.0,4444.125,5570.0,7551.0,6881.958333333333,258.0,383.0,316.5833333333333,0.0,1804.0,404.375,628.0,722.0,664.7083333333334,781.0,3461.0,1535.625,0.0,0.0,0.0,6717.0,6762.0,6741.458333333333,82.0,86.0,84.16666666666667,65.0,70.0,67.33333333333333,223.0,5092.0,2301.3333333333335,214.0,260.0,235.875,1680.0,5908.0,3615.0,212.0,5172.0,2266.8333333333335,1729.0,5755.0,3645.4166666666665,23493.0,30711.0,27278.333333333332,22361.0,29329.0,26312.5,44.68,66.0,53.47,63.53,94.11,78.81041666666667,25624.0,30895.0,28357.375,01,Thursday
2015-01-09,468.0,495.0,482.875,663.0,956.0,875.3333333333334,4178.0,7022.0,5742.416666666667,6633.0,7866.0,7513.916666666667,288.0,397.0,347.7083333333333,0.0,753.0,163.33333333333334,544.0,672.0,609.0,655.0,3238.0,2025.125,0.0,0.0,0.0,6846.0,6867.0,6858.25,82.0,86.0,83.625,66.0,73.0,68.75,36.0,4285.0,1627.5416666666667,224.0,281.0,249.375,3334.0,5966.0,4295.916666666667,29.0,4218.0,1546.2083333333333,3466.0,5984.0,4298.791666666667,23980.0,34891.0,30161.875,23840.0,35524.0,30511.0,45.78,67.67,57.96791666666667,58.4,92.0,76.59833333333333,26019.0,35228.0,30943.166666666668,01,Friday
2015-01-10,537.0,578.0,559.5416666666666,709.0,934.0,868.7916666666666,4488.0,6096.0,5415.125,6632.0,7419.0,7234.541666666667,371.0,439.0,414.125,0.0,660.0,172.0,429.0,533.0,478.625,617.0,4438.0,2532.625,0.0,0.0,0.0,5879.0,6014.0,6001.875,78.0,91.0,86.70833333333333,66.0,79.0,71.20833333333333,102.0,5107.0,1825.0,221.0,269.0,247.95833333333334,826.0,4682.0,2255.1666666666665,27.0,5068.0,1740.2916666666667,783.0,4614.0,2252.5833333333335,22165.0,32363.0,27866.875,22025.0,32244.0,27990.75,49.1,64.66,57.37958333333333,54.53,78.67,68.2725,22675.0,31968.0,28163.291666666668,01,Saturday
2015-01-11,495.0,570.0,531.9583333333334,0.0,0.0,0.0,3375.0,4827.0,3909.6666666666665,1727.0,4352.0,2223.4583333333335,194.0,214.0,210.20833333333334,140.0,2946.0,1648.5833333333333,562.0,711.0,642.2083333333334,521.0,1753.0,964.5416666666666,0.0,0.0,0.0,5039.0,5046.0,5042.208333333333,81.0,85.0,83.16666666666667,60.0,71.0,64.91666666666667,23.0,2437.0,629.0833333333334,250.0,281.0,264.0,4256.0,12806.0,9629.625,0.0,2741.0,706.0833333333334,4187.0,12869.0,9592.583333333334,19430.0,27054.0,23055.958333333332,19126.0,27123.0,22870.75,24.14,53.21,32.4,47.97,82.47,59.51208333333333,21070.0,29303.0,25843.625,01,Sunday
2015-01-12,425.0,491.0,473.875,899.0,942.0,935.2083333333334,5248.0,12693.0,9074.875,7019.0,7443.0,7250.791666666667,375.0,435.0,410.7916666666667,1.0,854.0,239.45833333333334,666.0,883.0,815.5833333333334,459.0,5946.0,3173.375,0.0,0.0,0.0,5370.0,5473.0,5457.125,88.0,106.0,92.70833333333333,61.0,77.0,68.95833333333333,42.0,3262.0,887.5416666666666,219.0,235.0,229.625,905.0,1729.0,1260.0416666666667,0.0,3487.0,908.8333333333334,885.0,1746.0,1255.4583333333333,23522.0,36901.0,31363.375,23572.0,36704.0,31338.416666666668,53.96,72.58,65.35583333333334,51.4,87.72,71.58958333333334,23281.0,35329.0,30369.958333333332,01,Monday
2015-01-13,502.0,548.0,524.25,515.0,982.0,850.7083333333334,3893.0,9945.0,6070.166666666667,5325.0,7274.0,6653.291666666667,270.0,361.0,323.3333333333333,0.0,2608.0,549.8333333333334,740.0,1154.0,926.75,493.0,5939.0,2567.0,0.0,0.0,0.0,7097.0,7104.0,7100.416666666667,76.0,85.0,81.625,63.0,81.0,70.125,32.0,3253.0,886.2083333333334,261.0,275.0,268.5416666666667,5607.0,8027.0,6459.875,0.0,3422.0,928.9583333333334,5519.0,8097.0,6478.916666666667,23903.0,37797.0,32402.125,23876.0,37604.0,32134.75,39.2,70.2,56.87875,48.74,88.57,69.64874999999999,28546.0,38760.0,33332.125,01,Tuesday
2015-01-14,501.0,540.0,526.7916666666666,539.0,982.0,862.2083333333334,4247.0,8809.0,6230.708333333333,5202.0,7602.0,6993.5,277.0,362.0,329.8333333333333,0.0,1966.0,405.5416666666667,824.0,1100.0,990.5833333333334,517.0,5677.0,3144.9583333333335,0.0,0.0,0.0,7096.0,7102.0,7098.958333333333,79.0,92.0,84.16666666666667,70.0,80.0,73.66666666666667,27.0,2688.0,732.0,254.0,284.0,267.8333333333333,4302.0,8204.0,5926.0,0.0,3159.0,794.25,4313.0,8085.0,5889.625,24076.0,38219.0,32385.583333333332,23887.0,37633.0,32114.166666666668,43.05,81.12,61.4975,52.57,97.95,74.77499999999999,27927.0,38789.0,33666.75,01,Wednesday
2015-01-15,441.0,528.0,485.8333333333333,530.0,979.0,802.9166666666666,3424.0,4838.0,4162.75,4427.0,6641.0,5921.041666666667,276.0,369.0,334.5833333333333,0.0,3124.0,778.4166666666666,795.0,1272.0,1004.625,520.0,4371.0,1918.0833333333333,0.0,0.0,0.0,7065.0,7105.0,7095.0,54.0,89.0,76.75,68.0,80.0,73.25,31.0,2287.0,582.9583333333334,242.0,273.0,260.5416666666667,7901.0,12091.0,9550.291666666666,0.0,2640.0,647.4166666666666,7992.0,12069.0,9556.875,23884.0,38704.0,32634.875,23762.0,37469.0,32057.833333333332,32.25,64.0,47.65833333333333,40.7,80.36,60.33541666666667,29201.0,37340.0,33047.041666666664,01,Thursday
2015-01-16,457.0,527.0,492.125,510.0,971.0,714.4583333333334,3407.0,6363.0,4629.708333333333,4138.0,6654.0,5516.833333333333,290.0,373.0,339.375,0.0,3358.0,1007.4583333333334,1044.0,1234.0,1140.75,518.0,4489.0,2026.0416666666667,0.0,0.0,0.0,7100.0,7105.0,7101.5,80.0,93.0,85.75,69.0,82.0,74.16666666666667,40.0,2466.0,677.375,241.0,272.0,261.0833333333333,8451.0,13423.0,10125.291666666666,0.0,2613.0,652.0833333333334,8099.0,13327.0,9962.166666666666,23954.0,37410.0,32412.041666666668,24030.0,36821.0,32104.833333333332,33.04,71.25,52.63999999999999,42.15,89.11,65.80874999999999,29658.0,38212.0,34191.916666666664,01,Friday
2015-01-17,405.0,536.0,491.3333333333333,528.0,976.0,838.625,4090.0,5857.0,4653.708333333333,4855.0,5879.0,5498.041666666667,267.0,305.0,289.125,0.0,2976.0,738.8333333333334,925.0,1195.0,1090.7083333333333,624.0,5560.0,2359.5416666666665,0.0,0.0,0.0,7099.0,7106.0,7102.583333333333,78.0,81.0,79.95833333333333,71.0,78.0,74.91666666666667,37.0,3584.0,995.1666666666666,257.0,272.0,263.2916666666667,5293.0,9550.0,6606.166666666667,0.0,3558.0,909.625,5285.0,9235.0,6610.208333333333,23512.0,34565.0,29403.833333333332,23539.0,33865.0,29190.75,33.04,64.88,46.60833333333333,45.48,75.99,59.137499999999996,27199.0,33826.0,31082.0,01,Saturday
2015-01-18,458.0,524.0,498.6666666666667,526.0,979.0,807.0,4042.0,5550.0,4718.541666666667,3389.0,5827.0,5079.541666666667,255.0,275.0,266.6666666666667,0.0,3289.0,1020.875,905.0,1285.0,1074.5,598.0,4986.0,2277.7083333333335,0.0,0.0,0.0,7103.0,7108.0,7104.875,79.0,83.0,80.58333333333333,66.0,77.0,73.0,54.0,827.0,249.58333333333334,254.0,272.0,263.4583333333333,4725.0,7114.0,5951.583333333333,4.0,1070.0,239.125,5018.0,7164.0,6056.166666666667,22147.0,34616.0,27969.625,21973.0,33891.0,27896.75,25.0,60.8,42.803333333333335,40.46,74.81,57.33541666666667,26703.0,33273.0,29466.583333333332,01,Sunday
2015-01-19,467.0,531.0,512.1666666666666,545.0,980.0,877.2083333333334,3942.0,7693.0,5620.458333333333,3832.0,8258.0,6993.583333333333,263.0,343.0,315.375,0.0,3063.0,719.4166666666666,967.0,1285.0,1146.5416666666667,417.0,6275.0,2596.5,0.0,0.0,0.0,6135.0,7105.0,6861.416666666667,81.0,85.0,82.625,62.0,80.0,71.5,38.0,2356.0,720.7916666666666,251.0,273.0,262.6666666666667,4673.0,9222.0,7152.708333333333,1.0,2304.0,624.2916666666666,4746.0,9458.0,7273.333333333333,22868.0,38758.0,33095.625,22671.0,39304.0,33029.333333333336,28.07,70.01,52.168749999999996,40.08,88.95,66.70625,26804.0,38813.0,33932.958333333336,01,Monday
2015-01-20,507.0,543.0,526.4166666666666,565.0,977.0,901.375,3955.0,11092.0,7477.125,6443.0,8196.0,7785.291666666667,268.0,345.0,316.5833333333333,0.0,1498.0,283.875,936.0,1310.0,1180.875,559.0,7064.0,3964.3333333333335,0.0,0.0,0.0,6093.0,6100.0,6095.541666666667,82.0,94.0,86.45833333333333,70.0,85.0,75.625,38.0,1806.0,468.9166666666667,257.0,275.0,265.7916666666667,3027.0,6292.0,4302.083333333333,0.0,1761.0,463.7083333333333,2944.0,6331.0,4329.083333333333,24671.0,40070.0,33983.833333333336,24505.0,40232.0,34037.083333333336,39.4,77.51,60.57416666666666,49.46,92.88,74.39666666666666,27421.0,39221.0,33730.291666666664,01,Tuesday
2015-01-21,528.0,552.0,535.7083333333334,565.0,974.0,893.2083333333334,4351.0,7341.0,5593.791666666667,5811.0,7969.0,7427.416666666667,264.0,366.0,327.8333333333333,0.0,2725.0,599.3333333333334,955.0,1304.0,1177.0416666666667,531.0,4851.0,2705.9166666666665,0.0,0.0,0.0,6095.0,6518.0,6196.333333333333,81.0,96.0,88.66666666666667,73.0,81.0,76.54166666666667,70.0,2183.0,606.7916666666666,233.0,262.0,245.20833333333334,4608.0,9997.0,8191.75,0.0,2751.0,683.5833333333334,4491.0,10030.0,8164.625,24999.0,40082.0,34196.0,24694.0,40122.0,34159.458333333336,38.5,67.75,52.115,52.15,83.04,66.8475,27697.0,39052.0,34665.541666666664,01,Wednesday
2015-01-22,496.0,553.0,535.4583333333334,509.0,973.0,830.625,3505.0,7743.0,5265.666666666667,4966.0,7982.0,7158.375,256.0,365.0,326.7083333333333,0.0,3256.0,807.4166666666666,988.0,1280.0,1126.1666666666667,515.0,4407.0,2058.9166666666665,0.0,0.0,0.0,6553.0,7099.0,6979.25,82.0,93.0,86.20833333333333,54.0,82.0,74.16666666666667,69.0,2851.0,791.7916666666666,210.0,233.0,226.04166666666666,8652.0,11204.0,9941.208333333334,0.0,3230.0,795.0,8589.0,10942.0,9900.291666666666,24676.0,39791.0,33885.125,24952.0,39722.0,33918.666666666664,33.04,65.0,50.64333333333334,42.11,83.65,63.945,31872.0,39661.0,36208.0,01,Thursday
2015-01-23,539.0,561.0,548.5,518.0,962.0,782.125,3586.0,7137.0,5089.666666666667,5711.0,7987.0,7229.208333333333,274.0,367.0,336.2083333333333,0.0,2732.0,693.8333333333334,990.0,1294.0,1126.625,674.0,4122.0,2096.3333333333335,0.0,0.0,0.0,7095.0,7104.0,7099.458333333333,82.0,95.0,88.79166666666667,62.0,81.0,73.375,69.0,4026.0,1209.875,213.0,238.0,225.5,8168.0,9600.0,8774.916666666666,0.0,4117.0,1112.0,8214.0,9444.0,8783.875,24906.0,38874.0,33746.875,25081.0,38333.0,33456.583333333336,35.0,68.5,53.649166666666666,43.58,84.61,66.74625,31053.0,38839.0,35374.416666666664,01,Friday
2015-01-24,475.0,535.0,512.7083333333334,340.0,632.0,533.75,2990.0,5484.0,4012.0416666666665,4661.0,7383.0,5838.5,252.0,302.0,281.5833333333333,0.0,3138.0,758.9166666666666,922.0,1219.0,1071.7083333333333,650.0,5076.0,2006.5833333333333,0.0,0.0,0.0,7089.0,7100.0,7096.166666666667,45.0,85.0,56.958333333333336,73.0,80.0,76.5,100.0,4277.0,1333.9583333333333,208.0,229.0,218.79166666666666,7379.0,10647.0,8531.083333333334,0.0,4084.0,1170.4583333333333,7288.0,10758.0,8510.166666666666,24045.0,34790.0,29878.208333333332,24273.0,34630.0,29983.875,35.0,57.9,46.94166666666666,45.91,71.35,58.129999999999995,29460.0,36235.0,32329.25,01,Saturday
2015-01-25,407.0,469.0,444.6666666666667,341.0,638.0,448.4166666666667,3047.0,4514.0,3722.4166666666665,2999.0,4871.0,3910.7916666666665,240.0,265.0,256.125,0.0,3291.0,1321.875,886.0,1252.0,1032.1666666666667,537.0,4887.0,1611.2916666666667,0.0,0.0,0.0,7092.0,7099.0,7096.916666666667,5.0,48.0,24.333333333333332,67.0,77.0,73.29166666666667,109.0,4437.0,1405.7083333333333,218.0,236.0,225.70833333333334,8833.0,11385.0,10107.916666666666,4.0,4410.0,1264.4166666666667,8848.0,11429.0,10110.625,22460.0,34416.0,27987.625,22428.0,33845.0,27512.291666666668,25.83,63.89,40.69375,39.03,77.7,53.51708333333334,30193.0,33972.0,31681.625,01,Sunday
2015-01-26,440.0,471.0,460.5416666666667,422.0,971.0,818.3333333333334,3813.0,8155.0,5358.416666666667,3810.0,7641.0,6457.541666666667,254.0,342.0,306.5833333333333,0.0,2963.0,636.0416666666666,860.0,1297.0,1107.2916666666667,483.0,6523.0,3120.125,0.0,0.0,0.0,7096.0,7106.0,7101.291666666667,44.0,58.0,50.5,68.0,78.0,73.5,123.0,4392.0,1355.5833333333333,214.0,241.0,227.66666666666666,4936.0,8373.0,6740.291666666667,17.0,4343.0,1228.7083333333333,4987.0,8444.0,6744.291666666667,23008.0,38952.0,32849.958333333336,22879.0,38869.0,32540.041666666668,35.0,71.15,57.5875,45.64,89.51,70.52208333333333,28349.0,38945.0,33813.708333333336,01,Monday
2015-01-27,448.0,477.0,460.9583333333333,617.0,960.0,821.375,3764.0,6519.0,4856.208333333333,5362.0,7979.0,7078.75,272.0,359.0,326.2083333333333,0.0,2247.0,465.5833333333333,880.0,1195.0,1019.7916666666666,471.0,4712.0,2301.6666666666665,0.0,0.0,0.0,7098.0,7107.0,7103.083333333333,43.0,45.0,44.333333333333336,69.0,78.0,73.66666666666667,95.0,3698.0,1175.2916666666667,206.0,219.0,214.16666666666666,6472.0,10069.0,8275.333333333334,10.0,3880.0,1126.3333333333333,6430.0,10010.0,8258.75,24577.0,38968.0,33074.458333333336,24470.0,38718.0,32933.166666666664,39.8,70.52,55.57666666666666,48.21,86.75,68.08416666666666,27821.0,39463.0,34216.416666666664,01,Tuesday
2015-01-28,446.0,501.0,473.5833333333333,355.0,780.0,488.5833333333333,3820.0,8028.0,5218.0,5096.0,7708.0,6881.125,269.0,370.0,329.7083333333333,0.0,2883.0,550.2916666666666,832.0,1056.0,970.625,531.0,4721.0,2623.9166666666665,0.0,0.0,0.0,7093.0,7103.0,7097.875,44.0,53.0,45.5,73.0,83.0,76.375,83.0,4079.0,1269.75,196.0,221.0,211.20833333333334,6263.0,9624.0,7550.833333333333,14.0,4136.0,1199.9166666666667,6138.0,9606.0,7512.041666666667,24703.0,38929.0,33092.25,24587.0,38240.0,32747.5,39.5,72.52,57.44875,48.02,88.92,70.21041666666666,28659.0,38380.0,33787.375,01,Wednesday
2015-01-29,430.0,501.0,485.8333333333333,0.0,297.0,16.083333333333332,3359.0,4528.0,3816.9166666666665,3254.0,6444.0,4691.625,266.0,366.0,332.3333333333333,1.0,2159.0,738.75,889.0,1222.0,1052.625,702.0,4340.0,2151.25,0.0,0.0,0.0,7092.0,7099.0,7095.25,37.0,54.0,43.125,73.0,80.0,76.75,55.0,2537.0,662.8333333333334,197.0,216.0,207.16666666666666,7970.0,17436.0,13676.125,4.0,2903.0,725.3333333333334,8067.0,17430.0,13553.916666666666,24629.0,38511.0,33116.666666666664,24295.0,38090.0,32599.541666666668,30.52,61.44,44.35375,43.36,78.95,57.161249999999995,28254.0,39245.0,35046.666666666664,01,Thursday
2015-01-30,388.0,495.0,449.8333333333333,0.0,0.0,0.0,2790.0,4576.0,3514.875,1180.0,2244.0,1713.625,183.0,361.0,302.125,17.0,3573.0,1087.0,1119.0,1393.0,1261.4166666666667,1258.0,6848.0,3539.9583333333335,0.0,0.0,0.0,7093.0,7101.0,7097.666666666667,38.0,52.0,44.5,63.0,87.0,74.5,17.0,1336.0,355.75,177.0,208.0,193.95833333333334,12801.0,16909.0,14906.416666666666,0.0,1549.0,386.25,12809.0,16916.0,14945.041666666666,24185.0,36643.0,32174.708333333332,24566.0,36795.0,32186.25,5.0,52.01,33.564166666666665,14.7,69.55,46.51499999999999,32422.0,36164.0,34541.625,01,Friday
2015-01-31,365.0,407.0,387.0,0.0,0.0,0.0,2115.0,4354.0,2766.9583333333335,940.0,1375.0,1180.2916666666667,181.0,227.0,198.20833333333334,136.0,3215.0,989.4166666666666,1154.0,1414.0,1273.875,2552.0,5913.0,3905.25,0.0,0.0,0.0,7097.0,7106.0,7101.791666666667,38.0,47.0,42.208333333333336,62.0,69.0,64.41666666666667,23.0,2551.0,746.4583333333334,167.0,201.0,186.25,11179.0,15451.0,13466.541666666666,0.0,2904.0,787.375,11342.0,15407.0,13468.25,23323.0,33550.0,28659.875,23734.0,33309.0,28893.083333333332,4.0,40.4,17.177916666666665,13.48,57.46,31.1675,28918.0,35297.0,32308.666666666668,01,Saturday
2015-02-01,393.0,489.0,446.0416666666667,237.0,326.0,313.8333333333333,4212.0,8036.0,5583.75,4587.0,6029.0,5571.583333333333,169.0,362.0,283.5,0.0,1947.0,465.4583333333333,921.0,1329.0,1116.5,505.0,7833.0,3840.125,0.0,0.0,0.0,7094.0,7101.0,7097.458333333333,40.0,44.0,42.5,71.0,82.0,75.91666666666667,47.0,3836.0,1083.4166666666667,193.0,211.0,204.83333333333334,1345.0,3360.0,2290.6666666666665,8.0,3572.0,977.75,1267.0,3494.0,2321.5416666666665,19198.0,34839.0,28067.916666666668,19500.0,33955.0,27842.916666666668,35.99,65.01,54.32208333333333,16.59,70.15,31.62625,23503.0,33196.0,28415.583333333332,02,Sunday
2015-02-02,409.0,518.0,484.75,0.0,0.0,0.0,3387.0,6089.0,4638.333333333333,1488.0,5623.0,4233.791666666667,208.0,311.0,268.1666666666667,0.0,2290.0,429.5416666666667,1242.0,1525.0,1382.2083333333333,2570.0,7022.0,4591.0,0.0,0.0,0.0,7102.0,7110.0,7106.125,44.0,89.0,73.25,63.0,83.0,70.79166666666667,41.0,1489.0,441.3333333333333,150.0,194.0,167.41666666666666,7409.0,11138.0,9203.875,2.0,1526.0,418.5416666666667,7453.0,11154.0,9210.166666666666,23132.0,38936.0,32854.833333333336,22833.0,39042.0,32887.25,29.87,64.89,48.25875,40.87,84.34,62.24458333333333,27052.0,38238.0,33090.583333333336,02,Monday
2015-02-03,398.0,518.0,478.875,0.0,0.0,0.0,3361.0,8084.0,4856.666666666667,1125.0,4235.0,2912.5,178.0,319.0,278.9583333333333,0.0,2258.0,532.9583333333334,1391.0,1689.0,1547.8333333333333,2904.0,8837.0,5486.0,0.0,0.0,0.0,7092.0,7105.0,7097.541666666667,82.0,85.0,83.375,58.0,82.0,70.08333333333333,75.0,3621.0,1239.9166666666667,194.0,228.0,216.58333333333334,2718.0,11088.0,6960.875,10.0,3629.0,1190.0,2644.0,11136.0,6997.708333333333,21422.0,34877.0,29701.458333333332,21722.0,34373.0,29390.583333333332,12.0,77.15,42.73374999999999,30.28,85.73,56.5,28264.0,35093.0,31762.166666666668,02,Tuesday
2015-02-04,362.0,403.0,380.875,0.0,0.0,0.0,3364.0,3999.0,3602.2083333333335,1475.0,2284.0,1840.875,242.0,276.0,259.875,0.0,2472.0,569.8333333333334,1337.0,1592.0,1467.4166666666667,1248.0,6097.0,2779.0,0.0,0.0,0.0,7079.0,7089.0,7084.333333333333,43.0,85.0,60.125,56.0,63.0,59.625,147.0,5620.0,2345.7083333333335,161.0,183.0,173.08333333333334,3896.0,8382.0,5646.666666666667,64.0,5120.0,2131.125,3919.0,8383.0,5660.375,21040.0,27728.0,23923.125,20472.0,27048.0,23822.958333333332,26.71,55.69,37.719166666666666,30.88,78.16,53.75791666666667,22536.0,28622.0,26269.625,02,Wednesday
2015-02-05,359.0,413.0,387.0416666666667,0.0,0.0,0.0,4146.0,5596.0,4794.791666666667,2188.0,3051.0,2680.0416666666665,276.0,295.0,284.9166666666667,0.0,1705.0,861.0833333333334,1130.0,1275.0,1199.0833333333333,1513.0,3269.0,2213.5416666666665,0.0,0.0,0.0,3899.0,4020.0,3992.75,49.0,80.0,74.0,68.0,74.0,70.625,33.0,4957.0,1997.5,144.0,159.0,153.125,5190.0,7642.0,6693.791666666667,21.0,4767.0,1891.1666666666667,5072.0,7675.0,6686.916666666667,18646.0,27189.0,23515.25,19149.0,27081.0,23652.083333333332,27.5,54.15,40.39416666666667,26.73,82.79,56.56,22334.0,28326.0,25402.291666666668,02,Thursday
2015-02-06,520.0,540.0,527.4166666666666,893.0,984.0,957.4583333333334,4171.0,4879.0,4475.208333333333,6986.0,7441.0,7211.666666666667,318.0,373.0,351.0,0.0,193.0,53.541666666666664,740.0,936.0,838.4583333333334,1016.0,5072.0,3349.0,0.0,0.0,0.0,4946.0,4989.0,4966.083333333333,83.0,87.0,85.375,65.0,74.0,68.83333333333333,425.0,5366.0,2474.4166666666665,218.0,276.0,243.45833333333334,786.0,4319.0,2417.375,352.0,5230.0,2395.3333333333335,774.0,4259.0,2421.8333333333335,22554.0,33493.0,29039.25,22949.0,33470.0,29237.083333333332,48.0,61.19,56.21458333333334,36.72,81.86,60.88833333333333,22674.0,31621.0,28019.291666666668,02,Friday
