,,temp_daily_max,pressure_daily_max,humidity_daily_max,wind_speed_daily_max,rain_1h_daily_max,rain_3h_daily_max,snow_3h_daily_max,clouds_all_daily_max
date,city_name,,,,,,,,
2015-11-25,Bilbao,12.910000000000025,1024,100,14,3.0,0.0,0.0,81
2015-11-25,Madrid,15.980000000000018,1027,80,5,0.0,0.005,0.0,75
2015-11-25,Seville,20.79000000000002,1029,86,2,0.0,0.0,0.0,0
2015-11-25,Valencia,21.0,1024,70,7,0.0,0.0,0.0,50
2015-11-26,Barcelona,15.0,1013,93,5,0.0,0.0,0.0,40
2015-11-26,Bilbao,12.810000000000002,1025,100,9,0.9,0.0,0.0,90
2015-11-26,Madrid,15.490000000000009,1022,76,12,0.0,0.0,0.0,0
2015-11-26,Seville,21.129999999999995,1025,93,3,0.0,0.0,0.0,0
2015-11-26,Valencia,21.0,1016,62,12,0.0,0.0,0.0,0
2015-11-27,Barcelona,15.0,1015,87,7,0.0,0.0,0.0,40
2015-11-27,Bilbao,11.890000000000043,1022,100,2,0.9,0.0,0.0,83
2015-11-27,Madrid,16.49000000000001,1019,82,8,0.0,0.0,0.0,0
2015-11-27,Seville,22.430000000000007,1019,87,4,0.0,0.0,0.0,0
2015-11-27,Valencia,18.0,1017,81,6,0.0,0.0,0.0,20
2015-11-28,Barcelona,16.0,1026,87,6,0.0,0.0,0.0,20
2015-11-28,Bilbao,11.740000000000009,1030,100,4,0.9,0.0,0.0,83
2015-11-28,Madrid,16.49000000000001,1028,93,4,0.0,0.0,0.0,20
2015-11-28,Seville,22.390000000000043,1025,87,5,0.0,0.0,0.0,0
2015-11-28,Valencia,22.0,1027,87,4,0.0,0.0,0.0,20
2015-11-29,Barcelona,14.0,1034,81,7,0.0,0.025,0.0,40
2015-11-29,Bilbao,13.770000000000039,1035,100,1,0.0,0.0,0.0,75
2015-11-29,Madrid,13.510000000000048,1035,94,2,0.0,0.0,0.0,0
2015-11-29,Seville,23.120000000000005,1032,87,6,0.0,0.0,0.0,0
2015-11-29,Valencia,17.0,1035,87,3,0.0,0.0,0.0,0
2015-11-30,Barcelona,16.0,1036,82,8,0.0,0.0,0.0,20
2015-11-30,Bilbao,13.879999999999995,1036,100,2,0.0,0.0,0.0,90
2015-11-30,Madrid,16.510000000000048,1036,89,3,0.0,0.0,0.0,0
2015-11-30,Seville,22.910000000000025,1034,87,5,0.0,0.0,0.0,38
2015-11-30,Valencia,17.0,1036,93,1,0.0,0.0,0.0,0
2015-12-01,Barcelona,16.0,1033,81,6,0.0,0.0,0.0,0
2015-12-01,Bilbao,10.53000000000003,1034,100,1,0.0,0.0,0.0,90
2015-12-01,Madrid,16.49000000000001,1034,86,1,0.0,0.0,0.0,12
2015-12-01,Seville,21.74000000000001,1032,88,2,0.0,0.0,0.0,10
2015-12-01,Valencia,17.0,1033,95,3,0.0,0.0,0.0,12
2015-12-02,Barcelona,15.225500000000011,1030,87,5,0.0,0.0,0.0,40
2015-12-02,Bilbao,15.770000000000039,1030,100,2,0.0,0.0,0.0,12
2015-12-02,Madrid,15.0,1031,86,2,0.0,0.0,0.0,0
2015-12-02,Seville,22.129999999999995,1031,87,4,0.0,0.0,0.0,10
2015-12-02,Valencia,17.0,1030,93,2,0.0,0.0,0.0,28
2015-12-03,Barcelona,15.0,1032,93,6,0.3,0.051,0.0,75
2015-12-03,Bilbao,16.720000000000027,1029,100,5,0.0,0.0,0.0,12
2015-12-03,Madrid,16.0,1032,91,2,0.0,0.0,0.0,0
2015-12-03,Seville,23.83000000000004,1029,81,4,0.0,0.0,0.0,0
2015-12-03,Valencia,17.0,1032,96,3,0.0,0.0,0.0,0
2015-12-04,Barcelona,16.0,1035,93,6,0.3,0.015,0.0,20
2015-12-04,Bilbao,14.330000000000041,1036,100,2,0.3,0.052,0.0,83
2015-12-04,Madrid,17.0,1036,100,2,0.0,0.0,0.0,22
2015-12-04,Seville,23.710000000000036,1033,81,4,0.0,0.0,0.0,4
2015-12-04,Valencia,19.0,1035,93,3,0.3,0.0,0.0,56
2015-12-05,Barcelona,15.0,1034,88,4,0.3,0.0,0.0,81
2015-12-05,Bilbao,17.82000000000005,1034,100,2,0.3,0.0,0.0,75
2015-12-05,Madrid,18.0,1034,93,2,0.0,0.0,0.0,46
2015-12-05,Seville,23.730000000000018,1031,88,3,0.0,0.005,0.0,16
2015-12-05,Valencia,17.0,1035,95,4,0.3,0.037,0.0,75
2015-12-06,Barcelona,16.0,1032,93,4,0.3,0.0,0.0,75
2015-12-06,Bilbao,14.660000000000025,1030,100,6,0.0,0.005,0.0,22
2015-12-06,Madrid,17.510000000000048,1030,100,3,0.0,0.0,0.0,4
2015-12-06,Seville,21.430000000000007,1029,93,2,0.0,0.0,0.0,0
2015-12-06,Valencia,18.0,1031,94,3,0.3,0.098,0.0,81
2015-12-07,Barcelona,16.0,1032,93,3,0.9,0.011,0.0,83
2015-12-07,Bilbao,15.260000000000048,1029,100,7,0.0,0.0,0.0,24
2015-12-07,Madrid,11.0,1031,93,2,0.0,0.0,0.0,75
2015-12-07,Seville,18.420000000000016,1030,87,4,0.0,0.0,0.0,0
2015-12-07,Valencia,18.0,1032,100,1,0.3,0.0,0.0,90
2015-12-08,Barcelona,18.0,1033,93,5,0.3,0.03,0.0,75
2015-12-08,Bilbao,14.360000000000014,1038,100,4,0.9,0.0,0.0,83
2015-12-08,Madrid,13.510000000000048,1035,96,2,0.0,0.1,0.0,92
2015-12-08,Seville,19.04000000000002,1032,93,4,0.0,0.0,0.0,46
2015-12-08,Valencia,19.0,1034,95,1,0.0,0.018,0.0,44
2015-12-09,Barcelona,18.0,1037,93,6,0.0,0.07,0.0,20
2015-12-09,Bilbao,14.910000000000025,1039,100,4,0.3,0.0,0.0,75
2015-12-09,Madrid,15.510000000000048,1037,100,3,0.0,0.005,0.0,58
2015-12-09,Seville,21.720000000000027,1032,81,7,0.0,0.0,0.0,14
2015-12-09,Valencia,17.0,1037,93,3,0.3,0.0,0.0,75
2015-12-10,Barcelona,16.0,1035,93,6,0.0,0.07,0.0,40
2015-12-10,Bilbao,12.212000000000046,1035,100,2,0.0,0.0,0.0,45
2015-12-10,Madrid,14.0,1035,93,2,0.3,0.005,0.0,83
2015-12-10,Seville,21.700000000000045,1031,82,6,0.0,0.0,0.0,34
2015-12-10,Valencia,17.0,1035,100,1,0.3,0.0,0.0,83
2015-12-11,Barcelona,15.0,1035,93,6,0.0,0.002,0.0,40
2015-12-11,Bilbao,9.990000000000009,1034,100,3,0.0,0.0,0.0,90
2015-12-11,Madrid,14.0,1033,93,2,0.0,0.01,0.0,75
2015-12-11,Seville,21.730000000000018,1030,83,5,0.0,0.0,0.0,40
2015-12-11,Valencia,17.0,1034,96,2,0.3,0.072,0.0,75
2015-12-12,Barcelona,14.0,1031,93,6,0.0,0.0,0.0,75
2015-12-12,Bilbao,10.439999999999998,1031,100,5,0.0,0.0,0.0,90
2015-12-12,Madrid,12.0,1030,87,2,0.0,0.055,0.0,90
2015-12-12,Seville,20.120000000000005,1027,93,3,0.9,0.0,0.0,90
2015-12-12,Valencia,16.0,1031,100,2,0.3,0.0,0.0,75
2015-12-13,Barcelona,15.0,1024,93,6,0.0,0.0,0.0,28
2015-12-13,Bilbao,14.100000000000023,1024,100,5,0.0,0.0,0.0,75
2015-12-13,Madrid,13.0,1024,93,3,0.3,0.005,0.0,90
2015-12-13,Seville,18.960000000000036,1024,100,4,0.9,0.0,0.0,90
2015-12-13,Valencia,19.0,1025,93,3,0.3,0.0,0.0,75
2015-12-14,Barcelona,14.0,1024,82,5,0.0,0.0,0.0,38
2015-12-14,Bilbao,14.420000000000016,1019,93,7,0.0,0.0,0.0,32
2015-12-14,Madrid,14.490000000000009,1025,96,3,0.3,0.0,0.0,90
2015-12-14,Seville,21.430000000000007,1025,93,6,0.0,0.0,0.0,88
2015-12-14,Valencia,20.0,1024,93,5,0.0,0.0,0.0,16
2015-12-15,Barcelona,17.0,1028,87,6,0.0,0.0,0.0,46
2015-12-15,Bilbao,16.55000000000001,1027,93,5,0.3,0.043,0.0,60
2015-12-15,Madrid,16.0,1032,93,2,0.3,0.0,0.0,90
2015-12-15,Seville,22.379999999999995,1030,93,3,0.0,0.0,0.0,32
2015-12-15,Valencia,22.0,1029,84,5,0.0,0.0,0.0,4
2015-12-16,Barcelona,17.0,1031,93,5,0.0,0.0,0.0,24
2015-12-16,Bilbao,18.720000000000027,1030,76,4,0.0,0.04,0.0,34
2015-12-16,Madrid,15.510000000000048,1034,100,2,0.0,0.0,0.0,48
2015-12-16,Seville,21.680000000000007,1031,93,5,0.0,0.0,0.0,16
2015-12-16,Valencia,21.0,1032,100,4,0.0,0.0,0.0,20
2015-12-17,Barcelona,16.0,1030,93,5,0.0,0.0,0.0,56
2015-12-17,Bilbao,16.222500000000025,1029,87,5,0.0,0.0,0.0,40
2015-12-17,Madrid,16.0,1031,100,2,0.0,0.0,0.0,48
2015-12-17,Seville,21.27000000000004,1030,87,2,0.0,0.0,0.0,0
2015-12-17,Valencia,20.0,1030,100,2,0.0,0.0,0.0,56
2015-12-18,Barcelona,16.0,1028,93,5,0.0,0.0,0.0,44
2015-12-18,Bilbao,18.470000000000027,1027,86,3,0.0,0.0,0.0,46
2015-12-18,Madrid,15.53000000000003,1031,100,2,0.0,0.0,0.0,24
2015-12-18,Seville,21.03000000000003,1030,87,2,0.0,0.0,0.0,44
2015-12-18,Valencia,19.0,1029,93,2,0.0,0.0,0.0,40
2015-12-19,Barcelona,15.300000000000011,1027,94,4,0.0,0.0,0.0,75
2015-12-19,Bilbao,22.129999999999995,1025,81,7,0.0,0.0,0.0,32
2015-12-19,Madrid,16.05000000000001,1029,100,2,0.0,0.0,0.0,44
2015-12-19,Seville,21.730000000000018,1027,93,3,0.0,0.0,0.0,0
2015-12-19,Valencia,19.450000000000045,1027,100,3,0.0,0.008,0.0,40
2015-12-20,Barcelona,12.879999999999995,1027,90,3,0.3,0.043,0.0,90
2015-12-20,Bilbao,17.610000000000014,1027,93,4,0.3,0.0,0.0,75
2015-12-20,Madrid,15.840000000000032,1027,93,4,0.0,0.01,0.0,75
2015-12-20,Seville,21.03000000000003,1026,83,3,0.0,0.0,0.0,90
2015-12-20,Valencia,18.379999999999995,1027,97,2,0.3,0.093,0.0,88
2015-12-21,Barcelona,14.879999999999995,1034,81,5,0.0,0.015,0.0,75
2015-12-21,Bilbao,17.670000000000016,1032,100,5,0.0,0.0,0.0,75
2015-12-21,Madrid,14.680000000000007,1034,100,2,0.3,0.022,0.0,92
2015-12-21,Seville,21.379999999999995,1032,93,4,0.0,0.0,0.0,20
2015-12-21,Valencia,19.850000000000023,1035,100,2,0.3,0.0,0.0,40
2015-12-22,Barcelona,14.876000000000033,1035,88,8,0.3,0.0,0.0,83
2015-12-22,Bilbao,19.129999999999995,1033,100,4,0.0,0.0,0.0,0
2015-12-22,Madrid,15.840000000000032,1034,100,2,0.0,0.0,0.0,0
2015-12-22,Seville,20.700000000000045,1032,93,3,0.0,0.0,0.0,0
2015-12-22,Valencia,20.600000000000023,1035,93,3,0.0,0.0,0.0,75
2015-12-23,Barcelona,14.200000000000045,1032,93,6,0.3,0.0,0.0,81
2015-12-23,Bilbao,16.100000000000023,1031,93,5,0.0,0.0,0.0,75
2015-12-23,Madrid,15.53000000000003,1032,100,2,0.0,0.0,0.0,22
2015-12-23,Seville,20.420000000000016,1031,93,1,0.0,0.0,0.0,20
2015-12-23,Valencia,16.210000000000036,1033,100,2,0.0,0.0,0.0,90
2015-12-24,Barcelona,15.660000000000025,1031,87,5,0.0,0.025,0.0,75
2015-12-24,Bilbao,15.480000000000018,1027,93,5,0.0,0.0,0.0,28
2015-12-24,Madrid,10.390000000000043,1031,95,2,0.0,0.02,0.0,92
2015-12-24,Seville,21.470000000000027,1031,93,2,0.0,0.0,0.0,90
2015-12-24,Valencia,17.220000000000027,1031,93,2,0.0,0.01,0.0,90
2015-12-25,Barcelona,14.900000000000034,1034,93,6,0.0,0.0,0.0,24
2015-12-25,Bilbao,19.910000000000025,1030,93,5,0.0,0.0,0.0,75
2015-12-25,Madrid,12.730000000000018,1033,100,3,0.3,0.0,0.0,82
2015-12-25,Seville,20.82000000000005,1031,100,3,0.0,0.0,0.0,0
2015-12-25,Valencia,16.189999999999998,1034,93,3,0.0,0.005,0.0,75
2015-12-26,Barcelona,15.910000000000025,1034,93,7,0.0,0.0,0.0,20
2015-12-26,Bilbao,13.700000000000045,1032,100,7,0.0,0.0,0.0,75
2015-12-26,Madrid,11.020000000000039,1034,100,2,0.3,0.0,0.0,75
2015-12-26,Seville,19.680000000000007,1031,100,5,0.3,0.0,0.0,8
2015-12-26,Valencia,17.890000000000043,1034,93,3,0.0,0.0,0.0,75
2015-12-27,Barcelona,16.27000000000004,1034,93,7,0.0,0.0,0.0,20
2015-12-27,Bilbao,14.29000000000002,1031,100,10,0.0,0.0,0.0,20
2015-12-27,Madrid,14.330000000000041,1032,100,4,0.0,0.0,0.0,56
2015-12-27,Seville,21.689999999999998,1027,81,5,0.0,0.0,0.0,0
2015-12-27,Valencia,15.189999999999998,1034,95,5,0.0,0.0,0.0,75
2015-12-28,Barcelona,14.54000000000002,1033,100,5,0.3,0.0,0.0,75
2015-12-28,Bilbao,17.78000000000003,1024,93,9,0.3,0.0,0.0,75
2015-12-28,Madrid,14.110000000000014,1028,100,6,0.9,0.0,0.0,90
2015-12-28,Seville,20.450000000000045,1028,87,7,0.9,0.0,0.0,75
2015-12-28,Valencia,16.370000000000005,1031,93,2,0.3,0.0,0.0,75
2015-12-29,Barcelona,17.360000000000014,1030,87,8,0.0,0.0,0.0,75
2015-12-29,Bilbao,16.28000000000003,1030,90,6,0.3,0.0,0.0,75
2015-12-29,Madrid,10.955000000000041,1032,100,4,0.9,0.0,0.0,75
2015-12-29,Seville,19.480000000000018,1033,100,5,0.0,0.0,0.0,75
2015-12-29,Valencia,17.920000000000016,1031,93,6,0.0,0.005,0.0,20
2015-12-30,Barcelona,15.670000000000016,1030,87,5,0.0,0.0,0.0,75
2015-12-30,Bilbao,17.25,1029,93,11,0.9,0.0,0.0,75
2015-12-30,Madrid,9.189999999999998,1032,96,3,0.0,0.0,0.0,90
2015-12-30,Seville,20.590000000000032,1032,100,3,0.3,0.0,0.0,75
2015-12-30,Valencia,16.650000000000034,1031,93,6,0.0,0.0,0.0,20
2015-12-31,Barcelona,16.090000000000032,1025,82,6,0.3,0.0,0.0,34
2015-12-31,Bilbao,14.03000000000003,1026,100,1,0.9,0.0,0.0,75
2015-12-31,Madrid,12.180000000000007,1026,100,4,0.9,0.0,0.0,90
2015-12-31,Seville,22.420000000000016,1028,100,4,0.9,0.0,0.0,87
2015-12-31,Valencia,15.100000000000023,1025,87,8,0.0,0.025,0.0,38
2016-01-01,Barcelona,14.04000000000002,1026,100,5,0.3,0.0,0.0,92
2016-01-01,Bilbao,17.220000000000027,1024,95,7,0.9,0.0,0.0,48
2016-01-01,Madrid,13.650000000000034,1025,100,10,0.9,0.0,0.0,87
2016-01-01,Seville,22.860000000000014,1025,100,9,0.9,0.0,0.0,91
2016-01-01,Valencia,15.580000000000041,1025,93,2,0.9,0.025,0.0,83
2016-01-02,Barcelona,14.300000000000011,1019,93,7,0.9,0.0,0.0,75
2016-01-02,Bilbao,15.100000000000023,1022,87,7,0.3,0.0,0.0,75
2016-01-02,Madrid,10.910000000000025,1023,100,7,0.0,0.01,0.0,75
2016-01-02,Seville,21.82000000000005,1026,100,6,0.0,0.0,0.0,90
2016-01-02,Valencia,15.080000000000041,1022,100,8,0.9,0.02,0.0,54
2016-01-03,Barcelona,12.810000000000002,1018,75,9,0.0,0.01,0.0,38
2016-01-03,Bilbao,13.970000000000027,1018,93,10,0.9,0.0,0.0,75
2016-01-03,Madrid,12.13900000000001,1022,100,9,0.9,0.0,0.0,95
2016-01-03,Seville,18.5,1024,100,8,0.3,0.0,0.0,90
2016-01-03,Valencia,15.074000000000012,1022,76,9,0.3,0.0,0.0,75
2016-01-04,Barcelona,13.060000000000002,1005,93,5,0.3,0.0,0.0,75
2016-01-04,Bilbao,10.629999999999995,1005,100,4,0.9,0.0,0.0,75
2016-01-04,Madrid,14.010000000000048,1009,93,15,0.9,0.0,0.0,83
2016-01-04,Seville,19.02000000000004,1019,100,8,3.0,0.0,0.0,90
2016-01-04,Valencia,17.730000000000018,1009,63,15,0.3,0.0,0.0,75
2016-01-05,Barcelona,13.020000000000039,1005,90,7,0.9,0.0,0.0,20
2016-01-05,Bilbao,11.910000000000025,1007,100,6,0.9,0.012,0.0,75
2016-01-05,Madrid,8.900000000000034,1011,93,8,0.3,0.0,0.0,75
2016-01-05,Seville,17.230000000000018,1019,100,8,3.0,0.0,0.0,91
2016-01-05,Valencia,15.552999999999997,1008,71,11,0.0,0.037,0.0,56
2016-01-06,Barcelona,12.240000000000009,1011,100,13,0.3,0.0,0.0,22
2016-01-06,Bilbao,12.140000000000043,1012,82,10,0.9,0.0,0.0,87
2016-01-06,Madrid,8.770000000000039,1018,93,9,0.3,0.0,0.0,90
2016-01-06,Seville,17.090000000000032,1025,93,3,0.0,0.0,0.0,40
2016-01-06,Valencia,11.090000000000032,1016,62,10,0.0,0.0,0.0,20
2016-01-07,Barcelona,17.660000000000025,1009,66,10,0.0,0.0,0.0,54
2016-01-07,Bilbao,17.930000000000007,1008,100,11,0.9,0.0,0.0,77
2016-01-07,Madrid,14.620000000000005,1016,93,10,0.3,0.0,0.0,91
2016-01-07,Seville,18.120000000000005,1023,100,5,0.3,0.0,0.0,90
2016-01-07,Valencia,16.699000000000012,1015,67,12,0.3,0.0,0.0,50
2016-01-08,Barcelona,20.170000000000016,1009,87,9,0.0,0.0,0.0,44
2016-01-08,Bilbao,16.860000000000014,1007,100,10,0.9,0.0,0.0,75
2016-01-08,Madrid,13.689999999999998,1015,100,8,0.3,0.0,0.0,83
2016-01-08,Seville,19.450000000000045,1020,93,5,0.3,0.0,0.0,90
2016-01-08,Valencia,16.670000000000016,1014,67,8,0.0,0.0,0.0,40
2016-01-09,Barcelona,17.0,1007,87,6,0.0,0.0,0.0,20
2016-01-09,Bilbao,14.470000000000027,1006,100,7,0.9,0.0,0.0,83
2016-01-09,Madrid,11.960000000000036,1012,100,10,0.9,0.0,0.0,91
2016-01-09,Seville,19.170000000000016,1018,100,6,0.9,0.0,0.0,75
2016-01-09,Valencia,18.360000000000014,1012,63,10,0.3,0.04,0.0,46
2016-01-10,Barcelona,17.0,1008,77,13,0.0,0.0,0.0,20
2016-01-10,Bilbao,13.650000000000034,1004,100,10,0.9,0.0,0.0,83
2016-01-10,Madrid,11.79000000000002,1011,93,11,0.9,0.0,0.0,83
2016-01-10,Seville,20.129999999999995,1018,87,8,0.3,0.035,0.0,75
2016-01-10,Valencia,18.600000000000023,1012,58,9,0.0,0.0,0.0,75
2016-01-11,Barcelona,18.0,1013,100,12,0.0,0.037,0.0,40
2016-01-11,Bilbao,12.770000000000039,1012,100,8,0.9,0.0,0.0,83
2016-01-11,Madrid,11.328000000000031,1018,93,10,0.9,0.0,0.0,95
2016-01-11,Seville,17.75,1022,95,10,0.9,0.0,0.0,90
2016-01-11,Valencia,17.80000000000001,1017,55,14,0.3,0.05,0.0,75
2016-01-12,Barcelona,16.0,1021,100,10,0.0,0.0,0.0,20
2016-01-12,Bilbao,10.330000000000041,1026,93,8,0.9,0.0,0.0,83
2016-01-12,Madrid,10.140000000000043,1026,98,4,0.0,0.0,0.0,40
2016-01-12,Seville,16.74000000000001,1027,100,3,0.0,0.0,0.0,90
2016-01-12,Valencia,15.910000000000025,1025,66,9,0.0,0.0,0.0,20
2016-01-13,Barcelona,13.165999999999997,1028,100,7,0.0,0.018,0.0,75
2016-01-13,Bilbao,11.090000000000032,1026,100,9,0.3,0.0,0.0,84
2016-01-13,Madrid,9.900000000000034,1027,100,3,0.0,0.005,0.0,40
2016-01-13,Seville,18.04000000000002,1030,93,5,0.3,0.0,0.0,38
2016-01-13,Valencia,14.680000000000007,1028,83,6,0.0,0.0,0.0,32
2016-01-14,Barcelona,15.0,1021,81,7,0.0,0.0,0.0,41
2016-01-14,Bilbao,11.198500000000024,1023,100,7,0.9,0.0,0.0,83
2016-01-14,Madrid,8.223000000000013,1023,100,3,0.3,0.0,0.0,92
2016-01-14,Seville,17.110000000000014,1024,100,2,0.0,0.0,0.0,75
2016-01-14,Valencia,19.660000000000025,1023,87,7,0.0,0.0,0.0,44
2016-01-15,Barcelona,11.365499999999997,1022,82,5,0.9,0.0,0.0,83
2016-01-15,Bilbao,7.810000000000002,1031,93,8,0.9,0.0,0.0,83
2016-01-15,Madrid,8.53000000000003,1028,100,8,0.3,0.0,0.0,75
2016-01-15,Seville,18.05000000000001,1028,100,6,0.3,0.0,0.0,90
2016-01-15,Valencia,14.710000000000036,1025,93,10,0.3,0.022,0.0,92
2016-01-16,Barcelona,13.0,1026,48,7,0.0,0.0,0.0,20
2016-01-16,Bilbao,8.78000000000003,1034,98,6,0.9,0.0,0.0,83
2016-01-16,Madrid,8.160000000000025,1031,85,5,0.0,0.0,0.0,20
2016-01-16,Seville,15.910000000000025,1030,81,8,0.0,0.0,0.0,0
2016-01-16,Valencia,12.32000000000005,1029,56,11,0.0,0.0,0.0,20
2016-01-17,Barcelona,11.0,1027,61,6,0.0,0.0,0.0,20
2016-01-17,Bilbao,8.78000000000003,1031,100,3,0.0,0.0,0.0,40
2016-01-17,Madrid,7.2000000000000455,1030,92,3,0.0,0.0,0.0,42
2016-01-17,Seville,16.439999999999998,1029,87,7,0.0,0.0,0.0,32
2016-01-17,Valencia,13.129999999999995,1029,82,4,0.0,0.0,0.0,40
2016-01-18,Barcelona,13.0,1021,100,8,0.0,0.005,0.0,75
2016-01-18,Bilbao,9.330000000000041,1019,87,6,0.9,0.0,0.0,83
2016-01-18,Madrid,10.840000000000032,1022,92,8,0.3,0.03,0.0,75
2016-01-18,Seville,18.220000000000027,1024,100,4,0.3,0.0,0.0,40
2016-01-18,Valencia,17.03000000000003,1020,77,10,0.0,0.0,0.0,40
2016-01-19,Barcelona,12.0,1018,87,6,0.3,0.011,0.0,40
2016-01-19,Bilbao,10.270000000000039,1018,87,5,0.3,0.066,0.0,75
2016-01-19,Madrid,9.100000000000023,1020,99,4,0.0,0.04,0.0,66
2016-01-19,Seville,16.470000000000027,1022,100,1,0.3,0.0,0.0,75
2016-01-19,Valencia,15.140000000000043,1018,86,4,0.0,0.0,0.0,20
2016-01-20,Barcelona,14.0,1018,81,6,0.0,0.0,0.0,20
2016-01-20,Bilbao,13.270000000000039,1018,100,3,0.0,0.0,0.0,48
2016-01-20,Madrid,8.830000000000041,1020,100,1,0.0,0.085,0.0,90
2016-01-20,Seville,18.390000000000043,1021,100,4,0.9,0.0,0.0,91
2016-01-20,Valencia,15.260000000000048,1019,87,4,0.0,0.0,0.0,20
2016-01-21,Barcelona,14.0,1025,87,6,0.0,0.0,0.0,40
2016-01-21,Bilbao,14.82000000000005,1022,100,2,0.0,0.0,0.0,0
2016-01-21,Madrid,7.8799999999999955,1026,100,2,0.3,0.0,0.0,83
2016-01-21,Seville,18.150000000000034,1026,100,3,0.9,0.005,0.0,90
2016-01-21,Valencia,16.30000000000001,1025,93,3,0.0,0.0,0.0,20
2016-01-22,Barcelona,14.0,1032,93,6,0.0,0.0,0.0,75
2016-01-22,Bilbao,16.210000000000036,1031,100,2,0.3,0.045,0.0,90
2016-01-22,Madrid,11.100000000000023,1033,100,2,0.3,0.0,0.0,90
2016-01-22,Seville,20.08000000000004,1030,100,4,0.0,0.045,0.0,90
2016-01-22,Valencia,17.24000000000001,1031,93,2,0.0,0.0,0.0,22
2016-01-23,Barcelona,16.0,1035,87,6,0.0,0.0,0.0,20
2016-01-23,Bilbao,18.220000000000027,1032,100,2,0.3,0.0,0.0,90
2016-01-23,Madrid,18.0,1035,100,2,0.0,0.0,0.0,90
2016-01-23,Seville,21.010000000000048,1032,93,3,0.0,0.0,0.0,62
2016-01-23,Valencia,17.600000000000023,1035,100,2,0.0,0.0,0.0,90
2016-01-24,Barcelona,14.0,1036,87,5,0.0,0.012,0.0,75
2016-01-24,Bilbao,16.701000000000022,1033,100,9,0.0,0.0,0.0,90
2016-01-24,Madrid,17.760000000000048,1034,100,2,0.0,0.0,0.0,32
2016-01-24,Seville,21.78000000000003,1032,93,3,0.0,0.0,0.0,76
2016-01-24,Valencia,15.720000000000027,1035,100,3,0.0,0.0,0.0,90
2016-01-25,Barcelona,16.0,1033,89,7,0.0,0.09,0.0,90
2016-01-25,Bilbao,15.418499999999995,1031,100,7,0.0,0.0,0.0,57
2016-01-25,Madrid,16.32000000000005,1032,100,2,0.0,0.025,0.0,50
2016-01-25,Seville,20.82000000000005,1031,94,2,0.0,0.0,0.0,75
2016-01-25,Valencia,16.55000000000001,1033,95,3,0.3,0.06,0.0,90
2016-01-26,Barcelona,15.0,1033,93,5,0.0,0.045,0.0,75
2016-01-26,Bilbao,13.990000000000009,1032,100,4,0.3,0.073,0.0,90
2016-01-26,Madrid,15.390000000000043,1032,100,5,0.3,0.0,0.0,100
2016-01-26,Seville,18.120000000000005,1032,100,3,0.9,0.0,0.0,90
2016-01-26,Valencia,15.220000000000027,1033,93,3,0.0,0.095,0.0,90
2016-01-27,Barcelona,16.0,1031,93,9,0.0,0.0,0.0,40
2016-01-27,Bilbao,13.980000000000018,1031,93,6,0.0,0.0,0.0,40
2016-01-27,Madrid,9.970000000000027,1031,100,3,0.3,0.0,0.0,90
2016-01-27,Seville,19.08000000000004,1031,100,3,0.0,0.05,0.0,92
2016-01-27,Valencia,16.33000000000004,1031,93,3,0.0,0.0,0.0,75
2016-01-28,Barcelona,16.0,1030,93,7,0.0,0.02,0.0,40
2016-01-28,Bilbao,11.610000000000014,1034,100,5,0.9,0.0,0.0,90
2016-01-28,Madrid,10.0,1031,100,3,0.3,0.0,0.0,90
2016-01-28,Seville,16.470000000000027,1031,100,5,0.0,0.0,0.0,88
2016-01-28,Valencia,17.07000000000005,1030,93,3,0.0,0.0,0.0,40
2016-01-29,Barcelona,15.0,1034,87,5,0.0,0.0,0.0,76
2016-01-29,Bilbao,10.78000000000003,1037,100,2,0.9,0.0,0.0,91
2016-01-29,Madrid,11.0,1033,100,2,0.3,0.0,0.0,90
2016-01-29,Seville,17.010000000000048,1032,100,5,0.9,0.0,0.0,92
2016-01-29,Valencia,14.680000000000007,1033,87,3,0.0,0.0,0.0,92
2016-01-30,Barcelona,16.0,1033,87,5,0.0,0.0,0.0,80
2016-01-30,Bilbao,12.240000000000009,1034,100,2,0.9,0.0,0.0,57
2016-01-30,Madrid,13.680000000000007,1035,93,3,0.3,0.0,0.0,90
2016-01-30,Seville,17.390000000000043,1036,93,2,0.0,0.0,0.0,20
2016-01-30,Valencia,18.110000000000014,1034,93,4,0.0,0.0,0.0,28
2016-01-31,Barcelona,15.0,1029,81,5,0.0,0.0,0.0,32
2016-01-31,Bilbao,14.210000000000036,1035,83,6,0.3,0.0,0.0,83
2016-01-31,Madrid,14.189999999999998,1035,100,3,0.3,0.0,0.0,4
2016-01-31,Seville,17.480000000000018,1036,95,4,0.0,0.0,0.0,0
2016-01-31,Valencia,20.720000000000027,1031,79,6,0.0,0.0,0.0,20
2016-02-01,Barcelona,18.0,1030,84,9,0.0,0.0,0.0,20
2016-02-01,Bilbao,13.330000000000041,1036,100,2,0.9,0.0,0.0,83
2016-02-01,Madrid,16.350000000000023,1035,100,2,0.0,0.0,0.0,24
2016-02-01,Seville,20.29000000000002,1033,93,3,0.0,0.0,0.0,0
2016-02-01,Valencia,20.78000000000003,1032,81,4,0.0,0.0,0.0,0
2016-02-02,Barcelona,17.0,1029,93,5,0.0,0.0,0.0,32
