date,city_name,temp min,temp max,temp mean,pressure min,pressure max,pressure mean,humidity min,humidity max,humidity mean,wind_speed min,wind_speed max,wind_speed mean,rain_1h min,rain_1h max,rain_1h mean,rain_3h min,rain_3h max,rain_3h mean,snow_3h min,snow_3h max,snow_3h mean,clouds_all min,clouds_all max,clouds_all mean
2015-01-22,Barcelona,280.25,285.35,281.99588932291664,1003,1011,1006.125,39,60,49.625,1,7,3.4166666666666665,0.0,0.3,0.012499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,76,18.333333333333332
2015-01-22,Bilbao,276.08065625,278.8353125,277.6889388020833,1006,1021,1013.7916666666666,92,97,95.41666666666667,1,3,1.9166666666666667,0.9,3.0,2.475,0.0,0.0,0.0,0.0,2.7,2.453125,92,92,92.0
2015-01-22,Madrid,271.409,281.356,276.50012499999997,948,988,955.25,61,89,75.91666666666667,1,7,4.666666666666667,0.0,0.3,0.024999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0,80,17.125
2015-01-22,Seville,278.23400000000004,287.069,281.46447916666665,1023,1030,1026.5416666666667,67,91,83.25,2,6,3.7916666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2015-01-22,Valencia,278.15,284.75,280.68879166666665,1008,1016,1011.1666666666666,42,69,58.291666666666664,3,19,6.708333333333333,0.0,0.3,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0,92,45.75
2015-01-23,Barcelona,278.77,289.75,283.2653125,1010,1014,1011.4166666666666,25,69,51.291666666666664,1,4,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.3333333333333333
2015-01-23,Bilbao,275.54565625,279.37,277.92654166666665,1021,1029,1025.6666666666667,76,92,84.33333333333333,1,2,1.375,0.3,3.0,0.41250000000000003,0.0,0.0,0.0,0.0,2.625,0.109375,34,92,82.04166666666667
2015-01-23,Madrid,269.139,281.809,273.88045833333337,958,991,964.0416666666666,58,86,74.33333333333333,1,4,2.2916666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80,11.5
2015-01-23,Seville,273.841,287.322,279.98083333333335,1029,1034,1031.75,73,89,82.375,1,2,1.2083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,76,21.25
2015-01-23,Valencia,277.106,286.25,281.4128958333333,1016,1020,1018.0416666666666,31,69,46.541666666666664,3,9,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2015-01-24,Barcelona,278.95,287.95,283.2080416666667,1014,1017,1014.8333333333334,30,71,48.0,1,4,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,1.0
2015-01-24,Bilbao,270.11,281.597,276.15940885416666,1029,1033,1030.0,82,96,92.0,0,2,1.25,0.0,0.3,0.11249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,6,92,41.916666666666664
2015-01-24,Madrid,264.428,282.091,271.944375,964,967,965.625,55,75,68.41666666666667,0,3,1.2083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2015-01-24,Seville,274.353,286.565,279.32310416666667,1029,1036,1033.7083333333333,62,90,73.70833333333333,0,6,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,34,1.4166666666666667
2015-01-24,Valencia,274.3955,288.75,281.18822265625,1021,1024,1021.9166666666666,24,72,47.458333333333336,1,22,6.541666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2015-01-25,Barcelona,281.07,288.26,284.62675,1012,1020,1015.9583333333334,12,40,19.583333333333332,1,11,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2015-01-25,Bilbao,272.7516875,278.7,276.2827473958333,1033,1034,1033.625,85,96,91.0,0,2,0.75,0.0,0.3,0.15,0.0,0.0,0.0,0.0,0.0,0.0,28,92,75.33333333333333
